Strategy,n_drones,Plan,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel_Collisions,Cell Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Number of Flights,Average Collisions per Flight
no_ca,1,"[[[[3.0, 0.0], 1], [[3.0, 1.0], 4], [[2.0, 2.0], 3], [[1.0, 2.0], 4], [[1.0, 1.0], 2], [[4.0, 3.0], 1], [[4.0, 2.0], 2], [[5.0, 1.0], 1], [[3.0, 2.0], 2], [[3.0, 0.0], 1]]]",85.38,0,0,0,0,14.67,0,0.0,15.5,9,0.0
pf_ca,1,"[[[[3.0, 0.0], 1.0], [[3.037, 0.499], 0.0], [[2.84, 0.958], 0.0], [[3.0, 1.0], 4.0], [[2.67, 1.375], 0.0], [[2.265, 1.669], 0.0], [[2.0, 2.0], 3.0], [[1.501, 1.971], 0.0], [[1.671, 1.5], 0.0], [[1.273, 1.803], 0.0], [[1.0, 2.0], 4.0], [[0.969, 1.501], 0.0], [[0.473, 1.441], 0.0], [[0.907, 1.193], 0.0], [[1.0, 1.0], 2.0], [[1.385, 1.319], 0.0], [[1.845, 1.514], 0.0], [[2.213, 1.853], 0.0], [[2.662, 2.072], 0.0], [[3.062, 2.373], 0.0], [[3.422, 2.72], 0.0], [[3.862, 2.958], 0.0], [[4.0, 3.0], 1.0], [[4.062, 2.504], 0.0], [[3.781, 2.09], 0.0], [[4.0, 2.0], 2.0], [[4.381, 1.676], 0.0], [[4.722, 1.31], 0.0], [[5.0, 1.0], 1.0], [[4.536, 1.186], 0.0], [[4.101, 1.432], 0.0], [[3.68, 1.703], 0.0], [[3.242, 1.944], 0.0], [[3.0, 2.0], 2.0], [[3.11, 1.512], 0.0], [[3.122, 1.012], 0.0], [[2.89, 0.57], 0.0], [[2.95, 0.073], 0.0], [[3.0, 0.0], 1]]]",85.38,0,0,0,0,16.776,0,0.0,19.0,38,0.0
basic_ca,1,"[[[[3.0, 0.0], 1], [[3.0, 1.0], 4], [[2.0, 2.0], 3], [[1.0, 2.0], 4], [[1.0, 1.0], 2], [[4.0, 3.0], 1], [[4.0, 2.0], 2], [[5.0, 1.0], 1], [[3.0, 2.0], 2], [[3.0, 0.0], 1]]]",85.38,0,0,0,0,14.67,0,0.0,15.5,9,0.0

no_ca,2,"[[[[3.0, 0.0], 1], [[3.0, 1.0], 2], [[2.0, 2.0], 2], [[1.0, 1.0], 1], [[2.0, 3.0], 2], [[3.0, 3.0], 2], [[4.0, 3.0], 2], [[4.0, 2.0], 2], [[5.0, 2.0], 1], [[3.0, 2.0], 1], [[3.0, 0.0], 1]], [[[0.0, 3.0], 1], [[1.0, 3.0], 1], [[2.0, 2.0], 3], [[1.0, 1.0], 1], [[2.0, 3.0], 2], [[2.0, 4.0], 2], [[3.0, 3.0], 3], [[3.0, 2.0], 1], [[1.0, 4.0], 2], [[1.0, 5.0], 3], [[2.0, 5.0], 3], [[0.0, 3.0], 1]]]",69.75,8,3,0,5,31.2,13.5,0.433,32.5,21,0.381
pf_ca,2,"[[[[3.0, 0.0], 1.0], [[3.03, 0.499], 0.0], [[2.936, 0.008], 0.0], [[2.996, 0.504], 0.0], [[3.0, 1.0], 2.0], [[2.687, 1.39], 0.0], [[3.036, 1.032], 0.0], [[2.655, 1.356], 0.0], [[2.996, 0.99], 0.0], [[2.66, 1.361], 0.0], [[3.019, 1.013], 0.0], [[2.685, 1.384], 0.0], [[2.282, 1.68], 0.0], [[2.0, 2.0], 2.0], [[2.465, 2.184], 0.0], [[2.106, 1.836], 0.0], [[1.699, 1.545], 0.0], [[1.735, 1.046], 0.0], [[1.241, 0.974], 0.0], [[1.0, 1.0], 1.0], [[1.301, 1.399], 0.0], [[1.413, 1.887], 0.0], [[1.732, 2.271], 0.0], [[1.964, 2.714], 0.0], [[2.0, 3.0], 2.0], [[2.489, 3.103], 0.0], [[2.649, 2.63], 0.0], [[2.68, 2.13], 0.0], [[2.716, 1.632], 0.0], [[2.864, 2.109], 0.0], [[2.844, 1.61], 0.0], [[2.91, 2.105], 0.0], [[2.874, 1.607], 0.0], [[2.822, 2.104], 0.0], [[2.769, 1.607], 0.0], [[2.924, 2.082], 0.0], [[3.005, 2.576], 0.0], [[3.0, 3.0], 2.0], [[3.5, 3.01], 0.0], [[3.298, 2.553], 0.0], [[3.636, 2.185], 0.0], [[3.825, 2.649], 0.0], [[4.0, 3.0], 2.0], [[4.022, 2.5], 0.0], [[4.519, 2.447], 0.0], [[4.126, 2.138], 0.0], [[4.0, 2.0], 2.0], [[4.497, 2.058], 0.0], [[4.96, 1.869], 0.0], [[5.0, 2.0], 1.0], [[4.502, 1.952], 0.0], [[4.011, 2.045], 0.0], [[3.52, 1.949], 0.0], [[3.98, 1.753], 0.0], [[3.534, 1.978], 0.0], [[3.035, 2.012], 0.0], [[3.0, 2.0], 1.0], [[3.073, 1.505], 0.0], [[3.003, 1.01], 0.0], [[2.951, 0.513], 0.0], [[3.085, 0.032], 0.0], [[3.0, 0.0], 1]], [[[0.0, 3.0], 1.0], [[0.5, 2.985], 0.0], [[0.968, 3.16], 0.0], [[1.0, 3.0], 1.0], [[1.355, 2.648], 0.0], [[1.73, 2.318], 0.0], [[2.0, 2.0], 3.0], [[1.51, 2.101], 0.0], [[1.353, 1.626], 0.0], [[0.941, 1.343], 0.0], [[1.0, 1.0], 1.0], [[1.192, 1.462], 0.0], [[1.418, 1.908], 0.0], [[0.954, 2.094], 0.0], [[1.317, 2.438], 0.0], [[1.708, 2.75], 0.0], [[2.0, 3.0], 2.0], [[2.091, 3.492], 0.0], [[1.969, 3.976], 0.0], [[2.0, 4.0], 2.0], [[2.129, 4.483], 0.0], [[2.375, 4.048], 0.0], [[2.556, 3.582], 0.0], [[2.743, 3.118], 0.0], [[3.0, 3.0], 3.0], [[3.065, 3.496], 0.0], [[3.168, 3.985], 0.0], [[3.217, 4.483], 0.0], [[3.237, 3.983], 0.0], [[3.351, 4.47], 0.0], [[3.191, 3.996], 0.0], [[3.353, 4.469], 0.0], [[3.322, 3.97], 0.0], [[3.206, 3.484], 0.0], [[3.133, 2.989], 0.0], [[2.634, 3.031], 0.0], [[2.783, 2.554], 0.0], [[2.878, 2.063], 0.0], [[3.0, 2.0], 1.0], [[2.696, 2.397], 0.0], [[2.344, 2.752], 0.0], [[1.969, 3.083], 0.0], [[1.625, 3.446], 0.0], [[1.282, 3.809], 0.0], [[1.0, 4.0], 2.0], [[1.048, 4.498], 0.0], [[0.994, 4.995], 0.0], [[1.0, 5.0], 3.0], [[1.499, 4.974], 0.0], [[1.039, 5.168], 0.0], [[1.532, 5.085], 0.0], [[2.0, 5.0], 3.0], [[1.651, 4.642], 0.0], [[1.363, 4.233], 0.0], [[0.984, 3.907], 0.0], [[0.665, 3.522], 0.0], [[0.346, 3.137], 0.0], [[0.0, 3.0], 1]]]",69.75,0,0,0,0,54.186,0,0.0,59.5,118,0.0
basic_ca,2,"[[[[3.0, 0.0], 1], [[3.0, 1.0], 5.0], [[2.0, 2.0], 11.0], [[1.0, 1.0], 1], [[2.0, 3.0], 2], [[3.0, 3.0], 2], [[4.0, 3.0], 2], [[4.0, 2.0], 2], [[5.0, 2.0], 1], [[3.0, 2.0], 1], [[3.0, 0.0], 1]], [[[0.0, 3.0], 1], [[1.0, 3.0], 1], [[2.0, 2.0], 3], [[1.0, 1.0], 11.0], [[2.0, 3.0], 2], [[2.0, 4.0], 2], [[3.0, 3.0], 3], [[3.0, 2.0], 1], [[1.0, 4.0], 2], [[1.0, 5.0], 3], [[2.0, 5.0], 3], [[0.0, 3.0], 1]]]",76.47,3,1,0,2,31.2,2.0,0.064,32.5,21,0.143

no_ca,3,"[[[[3.0, 0.0], 1], [[3.0, 1.0], 2], [[2.0, 1.0], 3], [[2.0, 2.0], 1], [[1.0, 2.0], 1], [[1.0, 1.0], 1], [[2.0, 3.0], 1], [[3.0, 3.0], 2], [[4.0, 3.0], 2], [[5.0, 2.0], 1], [[5.0, 1.0], 1], [[4.0, 1.0], 4], [[3.0, 2.0], 3], [[3.0, 0.0], 1]], [[[0.0, 3.0], 1], [[1.0, 3.0], 2], [[1.0, 2.0], 1], [[2.0, 2.0], 1], [[2.0, 1.0], 3], [[1.0, 1.0], 1], [[2.0, 3.0], 1], [[2.0, 4.0], 2], [[3.0, 4.0], 1], [[3.0, 3.0], 1], [[3.0, 2.0], 3], [[1.0, 5.0], 3], [[2.0, 5.0], 2], [[0.0, 3.0], 1]], [[[6.0, 3.0], 1], [[5.0, 3.0], 1], [[4.0, 1.0], 2], [[4.0, 3.0], 1], [[4.0, 4.0], 1], [[5.0, 5.0], 2], [[5.0, 4.0], 1], [[3.0, 4.0], 1], [[3.0, 3.0], 1], [[3.0, 2.0], 2], [[6.0, 3.0], 1]]]",57.36,11,6,0,5,50.547,15.5,0.307,52.5,36,0.306
pf_ca,3,"[[[[3.0, 0.0], 1.0], [[2.96, 0.498], 0.0], [[3.103, 0.978], 0.0], [[3.0, 1.0], 2.0], [[2.525, 0.845], 0.0], [[2.054, 1.012], 0.0], [[2.0, 1.0], 3.0], [[2.117, 0.514], 0.0], [[2.126, 1.014], 0.0], [[2.48, 0.661], 0.0], [[2.842, 0.316], 0.0], [[2.695, 0.794], 0.0], [[3.195, 0.774], 0.0], [[2.846, 1.131], 0.0], [[3.285, 1.369], 0.0], [[2.862, 1.635], 0.0], [[2.413, 1.855], 0.0], [[2.0, 2.0], 1.0], [[1.501, 1.973], 0.0], [[1.018, 2.102], 0.0], [[1.0, 2.0], 1.0], [[0.954, 1.502], 0.0], [[1.188, 1.06], 0.0], [[1.0, 1.0], 1.0], [[0.554, 1.227], 0.0], [[0.837, 1.639], 0.0], [[1.208, 1.974], 0.0], [[1.503, 2.378], 0.0], [[1.023, 2.238], 0.0], [[1.349, 2.618], 0.0], [[0.918, 2.363], 0.0], [[1.351, 2.613], 0.0], [[1.763, 2.897], 0.0], [[2.0, 3.0], 1.0], [[2.192, 2.539], 0.0], [[2.648, 2.744], 0.0], [[3.0, 3.0], 2.0], [[3.24, 2.562], 0.0], [[3.698, 2.763], 0.0], [[4.0, 3.0], 2.0], [[4.352, 2.645], 0.0], [[4.737, 2.325], 0.0], [[5.0, 2.0], 1.0], [[4.85, 1.523], 0.0], [[4.889, 1.025], 0.0], [[5.0, 1.0], 1.0], [[4.5, 1.005], 0.0], [[4.169, 1.379], 0.0], [[4.0, 1.0], 4.0], [[3.621, 1.326], 0.0], [[3.243, 1.653], 0.0], [[3.0, 2.0], 3.0], [[2.961, 1.501], 0.0], [[3.032, 1.006], 0.0], [[2.863, 0.536], 0.0], [[3.029, 0.064], 0.0], [[3.0, 0.0], 1]], [[[0.0, 3.0], 1.0], [[0.5, 3.004], 0.0], [[1.0, 3.014], 0.0], [[1.0, 3.0], 2.0], [[0.987, 2.5], 0.0], [[1.139, 2.024], 0.0], [[1.0, 2.0], 1.0], [[1.497, 1.945], 0.0], [[1.985, 2.051], 0.0], [[2.0, 2.0], 1.0], [[1.889, 1.513], 0.0], [[2.015, 1.029], 0.0], [[2.0, 1.0], 3.0], [[1.907, 0.509], 0.0], [[1.47, 0.751], 0.0], [[1.936, 0.57], 0.0], [[1.48, 0.775], 0.0], [[0.98, 0.79], 0.0], [[1.0, 1.0], 1.0], [[1.324, 0.619], 0.0], [[1.618, 0.214], 0.0], [[1.641, 0.714], 0.0], [[2.111, 0.543], 0.0], [[2.055, 1.04], 0.0], [[2.103, 1.538], 0.0], [[2.069, 2.037], 0.0], [[2.513, 2.266], 0.0], [[2.088, 2.53], 0.0], [[2.0, 3.0], 1.0], [[1.851, 3.477], 0.0], [[1.963, 3.964], 0.0], [[2.0, 4.0], 2.0], [[2.499, 3.978], 0.0], [[2.992, 4.062], 0.0], [[3.0, 4.0], 1.0], [[2.978, 3.5], 0.0], [[3.017, 3.002], 0.0], [[3.0, 3.0], 1.0], [[2.51, 2.9], 0.0], [[2.798, 2.491], 0.0], [[2.74, 2.988], 0.0], [[2.868, 2.505], 0.0], [[2.992, 2.02], 0.0], [[3.0, 2.0], 3.0], [[2.701, 2.401], 0.0], [[2.397, 2.798], 0.0], [[2.153, 3.234], 0.0], [[1.879, 3.652], 0.0], [[1.651, 4.097], 0.0], [[1.351, 4.498], 0.0], [[1.117, 4.939], 0.0], [[1.0, 5.0], 3.0], [[1.489, 4.898], 0.0], [[1.973, 5.023], 0.0], [[2.0, 5.0], 2.0], [[1.663, 4.631], 0.0], [[1.316, 4.271], 0.0], [[0.951, 3.929], 0.0], [[0.654, 3.526], 0.0], [[0.273, 3.203], 0.0], [[0.0, 3.0], 1]], [[[6.0, 3.0], 1.0], [[5.501, 2.973], 0.0], [[5.017, 3.101], 0.0], [[5.0, 3.0], 1.0], [[4.708, 2.594], 0.0], [[4.489, 2.145], 0.0], [[4.275, 1.693], 0.0], [[3.983, 1.286], 0.0], [[4.0, 1.0], 2.0], [[3.904, 1.491], 0.0], [[3.915, 1.991], 0.0], [[3.989, 2.485], 0.0], [[3.976, 2.985], 0.0], [[4.0, 3.0], 1.0], [[3.872, 3.483], 0.0], [[3.926, 3.98], 0.0], [[4.0, 4.0], 1.0], [[4.359, 4.349], 0.0], [[4.631, 4.767], 0.0], [[5.0, 5.0], 2.0], [[4.959, 4.502], 0.0], [[4.948, 4.002], 0.0], [[5.0, 4.0], 1.0], [[4.501, 3.962], 0.0], [[4.007, 4.036], 0.0], [[3.519, 3.928], 0.0], [[3.02, 3.889], 0.0], [[3.0, 4.0], 1.0], [[2.979, 3.5], 0.0], [[3.154, 3.032], 0.0], [[3.0, 3.0], 1.0], [[2.977, 2.501], 0.0], [[3.471, 2.423], 0.0], [[3.912, 2.189], 0.0], [[3.422, 2.091], 0.0], [[3.0, 2.0], 2.0], [[2.945, 1.503], 0.0], [[3.392, 1.727], 0.0], [[3.834, 1.961], 0.0], [[4.284, 2.18], 0.0], [[4.662, 1.853], 0.0], [[5.067, 2.145], 0.0], [[5.494, 2.406], 0.0], [[5.976, 2.54], 0.0], [[6.0, 3.0], 1]]]",57.36,0,0,0,0,69.151,0,0.0,80.0,160,0.0
