Strategy,n_drones,Plan,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel_Collisions,Cell Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Number of Flights,Average Collisions per Flight
no_ca,1,"[[[[4.5, 0.0], 1], [[6.0, 2.0], 1], [[6.0, 4.0], 1], [[4.0, 3.0], 1], [[3.0, 2.0], 1], [[2.0, 1.0], 1], [[1.0, 2.0], 1], [[7.0, 3.0], 1], [[8.0, 2.0], 1], [[8.0, 1.0], 1], [[7.0, 2.0], 1], [[6.0, 1.0], 1], [[2.0, 2.0], 1], [[4.5, 0.0], 1]]]",96.17,0,0,0,0,29.629,0,0.0,31.5,13,0.0
pf_ca,1,"[[[[4.5, 0.0], 1.0], [[4.744, 0.436], 0.0], [[5.027, 0.848], 0.0], [[5.329, 1.247], 0.0], [[5.66, 1.622], 0.0], [[6.009, 1.98], 0.0], [[6.0, 2.0], 1.0], [[5.946, 2.497], 0.0], [[5.82, 2.981], 0.0], [[5.777, 3.479], 0.0], [[6.009, 3.922], 0.0], [[6.0, 4.0], 1.0], [[5.598, 3.702], 0.0], [[5.201, 3.399], 0.0], [[4.727, 3.239], 0.0], [[4.291, 2.995], 0.0], [[4.0, 3.0], 1.0], [[3.646, 2.647], 0.0], [[3.341, 2.251], 0.0], [[3.0, 2.0], 1.0], [[2.623, 1.672], 0.0], [[2.27, 1.317], 0.0], [[2.0, 1.0], 1.0], [[1.606, 1.308], 0.0], [[1.339, 1.73], 0.0], [[1.0, 2.0], 1.0], [[1.498, 2.04], 0.0], [[1.998, 2.036], 0.0], [[2.47, 2.202], 0.0], [[2.959, 2.305], 0.0], [[3.448, 2.412], 0.0], [[3.934, 2.527], 0.0], [[4.432, 2.579], 0.0], [[4.924, 2.667], 0.0], [[5.404, 2.807], 0.0], [[5.902, 2.842], 0.0], [[6.392, 2.943], 0.0], [[6.892, 2.925], 0.0], [[7.0, 3.0], 1.0], [[7.364, 2.658], 0.0], [[7.728, 2.315], 0.0], [[8.0, 2.0], 1.0], [[7.981, 1.5], 0.0], [[7.818, 1.027], 0.0], [[8.0, 1.0], 1.0], [[7.592, 1.29], 0.0], [[7.228, 1.632], 0.0], [[7.0, 2.0], 1.0], [[6.65, 1.642], 0.0], [[6.289, 1.297], 0.0], [[6.0, 1.0], 1.0], [[5.516, 1.126], 0.0], [[5.027, 1.23], 0.0], [[4.539, 1.338], 0.0], [[4.047, 1.43], 0.0], [[3.611, 1.675], 0.0], [[3.136, 1.83], 0.0], [[2.645, 1.924], 0.0], [[2.173, 2.088], 0.0], [[2.0, 2.0], 1.0], [[2.425, 1.737], 0.0], [[2.847, 1.469], 0.0], [[3.244, 1.165], 0.0], [[3.605, 0.819], 0.0], [[3.975, 0.482], 0.0], [[4.351, 0.153], 0.0], [[4.5, 0.0], 1]]]",96.17,0,0,0,0,30.151,0,0.0,33.0,66,0.0
basic_ca,1,"[[[[4.5, 0.0], 1], [[6.0, 2.0], 1], [[6.0, 4.0], 1], [[4.0, 3.0], 1], [[3.0, 2.0], 1], [[2.0, 1.0], 1], [[1.0, 2.0], 1], [[7.0, 3.0], 1], [[8.0, 2.0], 1], [[8.0, 1.0], 1], [[7.0, 2.0], 1], [[6.0, 1.0], 1], [[2.0, 2.0], 1], [[4.5, 0.0], 1]]]",96.17,0,0,0,0,29.629,0,0.0,31.5,13,0.0

no_ca,2,"[[[[4.5, 0.0], 1], [[5.0, 1.0], 1], [[6.0, 4.0], 1], [[5.0, 4.0], 1], [[4.0, 3.0], 1], [[4.0, 2.0], 1], [[1.0, 1.0], 1], [[1.0, 3.0], 1], [[7.0, 3.0], 1], [[8.0, 3.0], 1], [[8.0, 2.0], 1], [[7.0, 1.0], 1], [[7.0, 2.0], 1], [[4.0, 1.0], 1], [[4.5, 0.0], 1]], [[[0.0, 4.5], 1], [[2.0, 8.0], 1], [[3.0, 6.0], 1], [[3.0, 5.0], 1], [[2.0, 4.0], 1], [[1.0, 3.0], 1], [[1.0, 1.0], 1], [[4.0, 3.0], 1], [[4.0, 6.0], 1], [[1.0, 4.0], 1], [[0.0, 4.5], 1]]]",93.85,2,1,0,1,50.976,1.5,0.029,55.0,24,0.083
pf_ca,2,"[[[[4.5, 0.0], 1.0], [[4.787, 0.41], 0.0], [[4.932, 0.888], 0.0], [[5.0, 1.0], 1.0], [[5.101, 1.49], 0.0], [[5.176, 1.984], 0.0], [[5.345, 2.455], 0.0], [[5.451, 2.943], 0.0], [[5.587, 3.424], 0.0], [[5.802, 3.876], 0.0], [[6.0, 4.0], 1.0], [[5.502, 4.043], 0.0], [[5.207, 3.64], 0.0], [[5.0, 4.0], 1.0], [[4.638, 3.655], 0.0], [[4.251, 3.338], 0.0], [[4.0, 3.0], 1.0], [[3.91, 2.508], 0.0], [[3.966, 2.011], 0.0], [[4.0, 2.0], 1.0], [[3.54, 1.803], 0.0], [[3.054, 1.688], 0.0], [[2.583, 1.521], 0.0], [[2.122, 1.326], 0.0], [[1.637, 1.204], 0.0], [[1.213, 0.94], 0.0], [[1.0, 1.0], 1.0], [[0.937, 1.496], 0.0], [[1.139, 1.954], 0.0], [[1.193, 1.457], 0.0], [[1.415, 1.008], 0.0], [[1.349, 1.504], 0.0], [[1.289, 2.0], 0.0], [[1.656, 2.34], 0.0], [[1.323, 2.713], 0.0], [[1.0, 3.0], 1.0], [[1.494, 2.924], 0.0], [[1.984, 3.024], 0.0], [[2.483, 3.052], 0.0], [[2.983, 3.031], 0.0], [[3.103, 3.517], 0.0], [[3.603, 3.497], 0.0], [[4.091, 3.392], 0.0], [[4.345, 3.823], 0.0], [[4.668, 4.205], 0.0], [[5.126, 4.005], 0.0], [[5.601, 3.848], 0.0], [[6.034, 3.598], 0.0], [[6.476, 3.364], 0.0], [[6.861, 3.046], 0.0], [[7.0, 3.0], 1.0], [[7.495, 2.932], 0.0], [[7.92, 3.197], 0.0], [[8.0, 3.0], 1.0], [[7.898, 2.51], 0.0], [[7.97, 2.016], 0.0], [[8.0, 2.0], 1.0], [[7.622, 1.673], 0.0], [[7.188, 1.425], 0.0], [[7.0, 1.0], 1.0], [[6.962, 1.499], 0.0], [[6.847, 1.985], 0.0], [[7.0, 2.0], 1.0], [[6.542, 1.799], 0.0], [[6.075, 1.621], 0.0], [[5.587, 1.513], 0.0], [[5.104, 1.384], 0.0], [[4.621, 1.252], 0.0], [[4.156, 1.07], 0.0], [[4.0, 1.0], 1.0], [[4.221, 0.551], 0.0], [[4.382, 0.078], 0.0], [[4.5, 0.0], 1]], [[[0.0, 4.5], 1.0], [[0.238, 4.94], 0.0], [[0.58, 5.304], 0.0], [[0.863, 5.717], 0.0], [[1.093, 6.161], 0.0], [[1.375, 6.574], 0.0], [[1.704, 6.95], 0.0], [[1.827, 7.435], 0.0], [[2.011, 7.9], 0.0], [[2.0, 8.0], 1.0], [[2.294, 7.595], 0.0], [[2.527, 7.153], 0.0], [[2.711, 6.688], 0.0], [[2.844, 6.206], 0.0], [[3.0, 6.0], 1.0], [[3.014, 5.5], 0.0], [[2.911, 5.99], 0.0], [[2.957, 5.492], 0.0], [[3.0, 5.0], 1.0], [[2.69, 4.608], 0.0], [[2.283, 4.317], 0.0], [[2.0, 4.0], 1.0], [[1.64, 3.653], 0.0], [[1.305, 3.282], 0.0], [[1.0, 3.0], 1.0], [[1.018, 2.5], 0.0], [[1.013, 2.0], 0.0], [[1.056, 1.502], 0.0], [[1.036, 2.002], 0.0], [[1.158, 2.487], 0.0], [[0.908, 2.92], 0.0], [[0.97, 2.424], 0.0], [[0.84, 1.941], 0.0], [[0.379, 2.135], 0.0], [[0.703, 1.754], 0.0], [[0.784, 1.26], 0.0], [[1.0, 1.0], 1.0], [[1.426, 1.262], 0.0], [[1.866, 1.5], 0.0], [[2.313, 1.724], 0.0], [[2.726, 2.006], 0.0], [[3.126, 2.305], 0.0], [[3.58, 2.514], 0.0], [[3.781, 2.056], 0.0], [[3.864, 2.549], 0.0], [[4.0, 3.0], 1.0], [[4.007, 3.5], 0.0], [[3.934, 3.995], 0.0], [[4.051, 4.481], 0.0], [[4.093, 4.979], 0.0], [[4.157, 5.475], 0.0], [[4.341, 5.01], 0.0], [[4.088, 5.442], 0.0], [[4.453, 5.1], 0.0], [[4.126, 5.478], 0.0], [[3.635, 5.386], 0.0], [[3.924, 5.794], 0.0], [[4.0, 6.0], 1.0], [[3.61, 5.687], 0.0], [[3.159, 5.471], 0.0], [[2.727, 5.22], 0.0], [[2.373, 4.867], 0.0], [[1.925, 4.643], 0.0], [[1.526, 4.342], 0.0], [[1.096, 4.088], 0.0], [[1.0, 4.0], 1.0], [[0.557, 4.232], 0.0], [[0.088, 4.404], 0.0], [[0.0, 4.5], 1]]]",93.85,0,0,0,0,64.201,0,0.0,70.0,140,0.0
basic_ca,2,"[[[[4.5, 0.0], 1], [[5.0, 1.0], 1], [[6.0, 4.0], 1], [[5.0, 4.0], 1], [[4.0, 3.0], 1], [[4.0, 2.0], 1], [[1.0, 1.0], 10.0], [[1.0, 3.0], 2.0], [[7.0, 3.0], 1], [[8.0, 3.0], 1], [[8.0, 2.0], 1], [[7.0, 1.0], 1], [[7.0, 2.0], 1], [[4.0, 1.0], 1], [[4.5, 0.0], 1]], [[[0.0, 4.5], 1], [[2.0, 8.0], 1], [[3.0, 6.0], 1], [[3.0, 5.0], 1], [[2.0, 4.0], 1], [[1.0, 3.0], 11.0], [[1.0, 1.0], 1], [[4.0, 3.0], 1], [[4.0, 6.0], 1], [[1.0, 4.0], 1], [[0.0, 4.5], 1]]]",91.62,2,2,0,0,50.976,2.0,0.039,55.0,24,0.083

no_ca,3,"[[[[4.5, 0.0], 1], [[5.0, 2.0], 1], [[4.0, 4.0], 1], [[4.0, 3.0], 1], [[4.0, 2.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 1], [[1.0, 3.0], 1], [[2.0, 3.0], 1], [[3.0, 3.0], 1], [[3.0, 4.0], 1], [[5.0, 3.0], 1], [[7.0, 1.0], 1], [[7.0, 2.0], 1], [[6.0, 1.0], 1], [[4.5, 0.0], 1]], [[[0.0, 4.5], 1], [[2.0, 8.0], 1], [[1.0, 7.0], 1], [[3.0, 4.0], 1], [[2.0, 4.0], 1], [[2.0, 3.0], 1], [[1.0, 3.0], 1], [[1.0, 2.0], 1], [[1.0, 1.0], 1], [[3.0, 3.0], 1], [[4.0, 3.0], 1], [[4.0, 4.0], 1], [[3.0, 8.0], 1], [[2.0, 5.0], 1], [[0.0, 4.5], 1]], [[[9.0, 4.5], 1], [[7.0, 2.0], 1], [[8.0, 8.0], 1], [[9.0, 4.5], 1]]]",91.62,3,2,0,1,64.892,2.5,0.039,70.0,32,0.094
pf_ca,3,"[[[[4.5, 0.0], 1.0], [[4.64, 0.48], 0.0], [[4.803, 0.953], 0.0], [[4.901, 1.443], 0.0], [[5.127, 1.889], 0.0], [[5.0, 2.0], 1.0], [[4.704, 2.403], 0.0], [[4.524, 2.87], 0.0], [[4.327, 3.329], 0.0], [[4.076, 3.761], 0.0], [[4.0, 4.0], 1.0], [[3.985, 3.5], 0.0], [[4.163, 3.968], 0.0], [[4.035, 3.484], 0.0], [[4.0, 3.0], 1.0], [[3.985, 2.5], 0.0], [[3.539, 2.274], 0.0], [[3.989, 2.055], 0.0], [[4.0, 2.0], 1.0], [[3.517, 1.87], 0.0], [[3.03, 1.757], 0.0], [[2.582, 1.535], 0.0], [[2.118, 1.35], 0.0], [[1.629, 1.242], 0.0], [[1.171, 1.043], 0.0], [[1.0, 1.0], 1.0], [[1.061, 1.496], 0.0], [[1.546, 1.621], 0.0], [[1.294, 2.053], 0.0], [[1.0, 2.0], 1.0], [[0.912, 2.492], 0.0], [[0.856, 1.995], 0.0], [[1.05, 2.456], 0.0], [[1.147, 1.965], 0.0], [[1.197, 1.468], 0.0], [[1.051, 1.946], 0.0], [[0.632, 1.672], 0.0], [[0.154, 1.527], 0.0], [[0.431, 1.943], 0.0], [[0.644, 2.396], 0.0], [[0.447, 2.855], 0.0], [[0.923, 3.01], 0.0], [[1.0, 3.0], 1.0], [[1.5, 3.0], 0.0], [[1.142, 2.652], 0.0], [[1.603, 2.845], 0.0], [[2.0, 3.0], 1.0], [[2.497, 2.948], 0.0], [[2.987, 2.849], 0.0], [[3.0, 3.0], 1.0], [[3.299, 3.401], 0.0], [[3.589, 3.808], 0.0], [[3.688, 4.298], 0.0], [[3.23, 4.097], 0.0], [[3.0, 4.0], 1.0], [[3.391, 3.689], 0.0], [[3.84, 3.468], 0.0], [[3.467, 3.801], 0.0], [[3.874, 3.511], 0.0], [[4.342, 3.335], 0.0], [[4.833, 3.239], 0.0], [[5.0, 3.0], 1.0], [[5.349, 2.642], 0.0], [[5.73, 2.318], 0.0], [[6.076, 1.957], 0.0], [[6.427, 1.601], 0.0], [[6.731, 1.204], 0.0], [[7.0, 1.0], 1.0], [[6.923, 1.494], 0.0], [[7.094, 1.024], 0.0], [[7.029, 1.52], 0.0], [[7.0, 2.0], 1.0], [[6.627, 1.667], 0.0], [[6.402, 1.221], 0.0], [[6.0, 1.0], 1.0], [[5.601, 0.698], 0.0], [[5.203, 0.396], 0.0], [[4.734, 0.222], 0.0], [[4.5, 0.0], 1]], [[[0.0, 4.5], 1.0], [[0.264, 4.925], 0.0], [[0.512, 5.359], 0.0], [[0.752, 5.797], 0.0], [[0.938, 6.262], 0.0], [[1.171, 6.704], 0.0], [[1.496, 7.084], 0.0], [[1.7, 7.541], 0.0], [[1.978, 7.956], 0.0], [[2.0, 8.0], 1.0], [[1.622, 7.672], 0.0], [[1.343, 7.258], 0.0], [[1.0, 7.0], 1.0], [[1.316, 6.612], 0.0], [[1.492, 6.145], 0.0], [[1.805, 5.754], 0.0], [[2.118, 5.364], 0.0], [[2.385, 4.942], 0.0], [[2.657, 4.522], 0.0], [[2.903, 4.087], 0.0], [[3.0, 4.0], 1.0], [[2.503, 3.943], 0.0], [[2.097, 4.234], 0.0], [[2.0, 4.0], 1.0], [[2.06, 3.504], 0.0], [[1.562, 3.458], 0.0], [[1.908, 3.097], 0.0], [[2.0, 3.0], 1.0], [[1.501, 2.976], 0.0], [[1.925, 3.241], 0.0], [[1.467, 3.039], 0.0], [[1.0, 3.0], 1.0], [[0.805, 3.461], 0.0], [[0.907, 2.971], 0.0], [[0.887, 2.471], 0.0], [[1.0, 2.0], 1.0], [[1.488, 1.891], 0.0], [[1.133, 1.538], 0.0], [[1.429, 1.135], 0.0], [[1.0, 1.0], 1.0], [[1.334, 1.372], 0.0], [[1.698, 1.715], 0.0], [[2.011, 2.104], 0.0], [[2.404, 1.794], 0.0], [[2.578, 2.263], 0.0], [[2.988, 1.977], 0.0], [[3.015, 2.476], 0.0], [[3.399, 2.156], 0.0], [[3.571, 1.687], 0.0], [[3.383, 2.15], 0.0], [[3.293, 2.641], 0.0], [[3.0, 3.0], 1.0], [[3.496, 2.937], 0.0], [[3.804, 3.331], 0.0], [[4.0, 3.0], 1.0], [[4.437, 2.758], 0.0], [[4.246, 3.22], 0.0], [[4.744, 3.174], 0.0], [[5.241, 3.223], 0.0], [[5.724, 3.354], 0.0], [[6.201, 3.504], 0.0], [[5.711, 3.603], 0.0], [[6.003, 4.009], 0.0], [[5.503, 4.031], 0.0], [[5.004, 4.054], 0.0], [[4.504, 4.072], 0.0], [[4.993, 3.967], 0.0], [[4.494, 3.991], 0.0], [[4.0, 4.0], 1.0], [[3.946, 4.497], 0.0], [[3.784, 4.97], 0.0], [[3.622, 5.443], 0.0], [[3.436, 5.907], 0.0], [[3.311, 6.391], 0.0], [[3.209, 6.881], 0.0], [[3.141, 7.376], 0.0], [[3.211, 7.871], 0.0], [[3.0, 8.0], 1.0], [[2.799, 7.542], 0.0], [[2.552, 7.108], 0.0], [[2.474, 6.614], 0.0], [[2.341, 6.132], 0.0], [[2.254, 5.639], 0.0], [[2.1, 5.163], 0.0], [[2.0, 5.0], 1.0], [[1.514, 4.885], 0.0], [[1.021, 4.798], 0.0], [[0.531, 4.7], 0.0], [[0.085, 4.473], 0.0], [[0.0, 4.5], 1]], [[[9.0, 4.5], 1.0], [[8.658, 4.135], 0.0], [[8.366, 3.729], 0.0], [[8.058, 3.335], 0.0], [[7.777, 2.922], 0.0], [[7.389, 2.607], 0.0], [[7.151, 2.167], 0.0], [[7.0, 2.0], 1.0], [[7.076, 2.494], 0.0], [[7.152, 2.988], 0.0], [[7.245, 3.48], 0.0], [[7.331, 3.972], 0.0], [[7.325, 4.472], 0.0], [[7.403, 4.966], 0.0], [[7.367, 5.465], 0.0], [[7.536, 5.935], 0.0], [[7.7, 6.408], 0.0], [[7.791, 6.9], 0.0], [[7.839, 7.397], 0.0], [[7.886, 7.895], 0.0], [[8.0, 8.0], 1.0], [[8.08, 7.506], 0.0], [[8.225, 7.028], 0.0], [[8.467, 6.591], 0.0], [[8.537, 6.096], 0.0], [[8.587, 5.598], 0.0], [[8.79, 5.141], 0.0], [[8.806, 4.641], 0.0], [[9.0, 4.5], 1]]]",91.62,5,4,0,1,90.622,4.5,0.05,97.5,195,0.026
