type,id,x,y,z,value
SENSE,0,0.0,1084.661878299921,1.0,351
SENSE,1,0.0,1148.4655181997305,1.0,22
SENSE,2,0.0,1276.0727980001393,1.0,13
SENSE,3,0.0,1339.8764378999488,1.0,5
SENSE,4,52.696243600141926,1403.6800777997585,1.0,3
SENSE,5,52.696243600141926,1467.483717699568,1.0,3
SENSE,6,52.696243600141926,1531.287357600167,1.0,9
SENSE,7,52.696243600141926,1595.0909974999768,1.0,17
SENSE,8,52.696243600141926,1658.8946373997862,1.0,135
SENSE,9,52.696243600141926,1722.698277299596,1.0,92
SENSE,10,52.696243600141926,1786.5019171994054,1.0,20
SENSE,11,105.39248719988912,1403.6800777997585,1.0,26
SENSE,12,105.39248719988912,1467.483717699568,1.0,39
SENSE,13,105.39248719988912,1595.0909974999768,1.0,23
SENSE,14,105.39248719988912,1658.8946373997862,1.0,90
SENSE,15,105.39248719988912,1722.698277299596,1.0,85
SENSE,16,105.39248719988912,1786.5019171994054,1.0,21
SENSE,17,158.08873080003104,0.0,1.0,51
SENSE,18,158.08873080003104,1339.8764378999488,1.0,22
SENSE,19,158.08873080003104,1403.6800777997585,1.0,75
SENSE,20,158.08873080003104,1467.483717699568,1.0,5
SENSE,21,158.08873080003104,1531.287357600167,1.0,11
SENSE,22,158.08873080003104,1595.0909974999768,1.0,48
SENSE,23,158.08873080003104,1658.8946373997862,1.0,99
SENSE,24,158.08873080003104,1722.698277299596,1.0,16
SENSE,25,210.78497440017298,0.0,1.0,35
SENSE,26,210.78497440017298,1276.0727980001393,1.0,12
SENSE,27,210.78497440017298,1339.8764378999488,1.0,66
SENSE,28,210.78497440017298,1403.6800777997585,1.0,14
SENSE,29,210.78497440017298,1467.483717699568,1.0,3
SENSE,30,210.78497440017298,1531.287357600167,1.0,30
SENSE,31,210.78497440017298,1595.0909974999768,1.0,82
SENSE,32,210.78497440017298,1658.8946373997862,1.0,14
SENSE,33,210.78497440017298,1850.3055571000045,1.0,49
SENSE,34,263.4812180003149,1212.2691581003296,1.0,5
SENSE,35,263.4812180003149,1276.0727980001393,1.0,82
SENSE,36,263.4812180003149,1339.8764378999488,1.0,14
SENSE,37,263.4812180003149,1467.483717699568,1.0,31
SENSE,38,263.4812180003149,1531.287357600167,1.0,45
SENSE,39,263.4812180003149,1595.0909974999768,1.0,8
SENSE,40,263.4812180003149,1786.5019171994054,1.0,39
SENSE,41,263.4812180003149,1850.3055571000045,1.0,47
SENSE,42,316.1774616000621,1212.2691581003296,1.0,101
SENSE,43,316.1774616000621,1276.0727980001393,1.0,8
SENSE,44,316.1774616000621,1403.6800777997585,1.0,18
SENSE,45,316.1774616000621,1467.483717699568,1.0,53
SENSE,46,316.1774616000621,1531.287357600167,1.0,5
SENSE,47,316.1774616000621,1722.698277299596,1.0,28
SENSE,48,316.1774616000621,1786.5019171994054,1.0,57
SENSE,49,368.87370520020403,1084.661878299921,1.0,3
SENSE,50,368.87370520020403,1148.4655181997305,1.0,50
SENSE,51,368.87370520020403,1212.2691581003296,1.0,28
SENSE,52,368.87370520020403,1339.8764378999488,1.0,24
SENSE,53,368.87370520020403,1403.6800777997585,1.0,85
SENSE,54,368.87370520020403,1467.483717699568,1.0,6
SENSE,55,368.87370520020403,1595.0909974999768,1.0,19
SENSE,56,368.87370520020403,1658.8946373997862,1.0,23
SENSE,57,368.87370520020403,1722.698277299596,1.0,71
SENSE,58,421.5699487999512,1020.8582384001114,1.0,7
SENSE,59,421.5699487999512,1084.661878299921,1.0,31
SENSE,60,421.5699487999512,1148.4655181997305,1.0,5
SENSE,61,421.5699487999512,1276.0727980001393,1.0,15
SENSE,62,421.5699487999512,1339.8764378999488,1.0,208
SENSE,63,421.5699487999512,1403.6800777997585,1.0,2
SENSE,64,421.5699487999512,1467.483717699568,1.0,20
