Strategy,n_drones,Plan,plan overflow,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel Collisions,Cell Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Total Hover Duration,Number of Flights,Average Collisions per Flight
pf_ca,1,"[[[[-0.83, -0.47], 1.0], [[-0.64, -0.308], 0.0], [[-0.553, -0.235], 7.0], [[-0.524, 0.013], 0.0], [[-0.553, 0.235], 7.0], [[-0.312, 0.169], 0.0], [[-0.066, 0.214], 0.0], [[0.0, 0.235], 4.0], [[-0.044, -0.011], 0.0], [[0.0, -0.235], 4.0], [[0.162, -0.045], 0.0], [[0.38, 0.077], 0.0], [[0.553, 0.235], 4.0], [[0.339, 0.106], 0.0], [[0.137, -0.04], 0.0], [[-0.096, -0.133], 0.0], [[-0.304, -0.272], 0.0], [[-0.547, -0.331], 0.0], [[-0.731, -0.5], 0.0], [[-0.83, -0.47], 1]]]",,33.33,0,0,0,0,4.222,0,0,4.75,28,19,0
basic_ca,1,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 7], [[-0.5533, 0.235], 7], [[0.0, 0.235], 4], [[0.0, -0.235], 4], [[0.5533, 0.235], 4], [[-0.8299, -0.47], 1]]]",,33.33,0,0,0,0,4.135,0,0,4.75,28,6,0
,,,,,,,,,,,,,,,
no_ca,2,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 5], [[0.0, 0.235], 2], [[0.0, -0.235], 2], [[0.5533, 0.235], 2], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.5533, 0.235], 2], [[0.0, 0.235], 1], [[0.0, -0.235], 1], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 4], [[0.8299, -0.47], 1]]]",,17.39,0,0,0,0,8.491,0,0,10,25,12,0
pf_ca,2,"[[[[-0.83, -0.47], 1.0], [[-0.603, -0.365], 0.0], [[-0.553, -0.235], 1.0], [[-0.488, 0.006], 0.0], [[-0.553, 0.235], 5.0], [[-0.305, 0.206], 0.0], [[-0.116, 0.37], 0.0], [[0.0, 0.235], 2.0], [[0.202, 0.088], 0.0], [[0.306, -0.139], 0.0], [[0.077, -0.238], 0.0], [[0.0, -0.235], 2.0], [[0.247, -0.195], 0.0], [[0.352, 0.032], 0.0], [[0.524, 0.213], 0.0], [[0.553, 0.235], 2.0], [[0.304, 0.258], 0.0], [[0.104, 0.109], 0.0], [[-0.098, -0.038], 0.0], [[-0.311, -0.17], 0.0], [[-0.516, -0.312], 0.0], [[-0.741, -0.422], 0.0], [[-0.83, -0.47], 1]], [[[0.83, -0.47], 1.0], [[0.722, -0.244], 0.0], [[0.6, -0.026], 0.0], [[0.535, 0.215], 0.0], [[0.553, 0.235], 2.0], [[0.304, 0.211], 0.0], [[0.059, 0.258], 0.0], [[0.0, 0.235], 1.0], [[0.208, 0.096], 0.0], [[0.273, -0.145], 0.0], [[0.146, -0.36], 0.0], [[0.0, -0.235], 1.0], [[-0.148, -0.436], 0.0], [[-0.383, -0.522], 0.0], [[-0.567, -0.352], 0.0], [[-0.553, -0.235], 1.0], [[-0.72, -0.049], 0.0], [[-0.754, 0.199], 0.0], [[-0.553, 0.235], 4.0], [[-0.346, 0.096], 0.0], [[-0.293, -0.149], 0.0], [[-0.134, -0.341], 0.0], [[0.012, -0.544], 0.0], [[0.236, -0.655], 0.0], [[0.447, -0.791], 0.0], [[0.69, -0.732], 0.0], [[0.85, -0.541], 0.0], [[0.83, -0.47], 1]]]",,17.39,0,0,0,0,10.696,0,0,12.5,25,49,0
basic_ca,2,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 5], [[0.0, 0.235], 2], [[0.0, -0.235], 2], [[0.5533, 0.235], 2], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.5533, 0.235], 2], [[0.0, 0.235], 1], [[0.0, -0.235], 1], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 4], [[0.8299, -0.47], 1]]]",,17.39,0,0,0,0,8.491,0,0,10,25,12,0
,,,,,,,,,,,,,,,
no_ca,3,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 2], [[0.0, 0.235], 1], [[0.0, -0.235], 1], [[0.5533, 0.235], 1], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.5533, 0.235], 1], [[0.0, 0.235], 2], [[0.0, -0.235], 2], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 3], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.5533, 0.235], 1], [[0.0, 0.235], 2], [[0.0, -0.235], 1], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 2], [[0.8299, 0.47], 1]]]",,25.93,7,1,0,6,12.304,2,0.163,14.5,28,18,0.389
pf_ca,3,"[[[[-0.83, -0.47], 1.0], [[-0.602, -0.367], 0.0], [[-0.553, -0.235], 1.0], [[-0.517, 0.012], 0.0], [[-0.553, 0.235], 2.0], [[-0.315, 0.312], 0.0], [[-0.563, 0.344], 0.0], [[-0.328, 0.427], 0.0], [[-0.559, 0.523], 0.0], [[-0.322, 0.603], 0.0], [[-0.182, 0.395], 0.0], [[0.0, 0.235], 1.0], [[-0.18, 0.062], 0.0], [[-0.081, -0.168], 0.0], [[0.0, -0.235], 1.0], [[0.244, -0.289], 0.0], [[0.494, -0.279], 0.0], [[0.723, -0.179], 0.0], [[0.745, 0.07], 0.0], [[0.739, 0.32], 0.0], [[0.553, 0.235], 1.0], [[0.307, 0.192], 0.0], [[0.221, 0.427], 0.0], [[0.392, 0.608], 0.0], [[0.143, 0.603], 0.0], [[0.173, 0.851], 0.0], [[0.045, 0.637], 0.0], [[0.071, 0.885], 0.0], [[-0.05, 0.666], 0.0], [[0.079, 0.881], 0.0], [[0.328, 0.888], 0.0], [[0.368, 0.641], 0.0], [[0.437, 0.401], 0.0], [[0.422, 0.151], 0.0], [[0.288, -0.06], 0.0], [[0.135, -0.257], 0.0], [[0.046, -0.491], 0.0], [[-0.147, -0.65], 0.0], [[-0.387, -0.718], 0.0], [[-0.636, -0.747], 0.0], [[-0.86, -0.637], 0.0], [[-0.83, -0.47], 1]], [[[0.83, -0.47], 1.0], [[0.735, -0.239], 0.0], [[0.646, -0.005], 0.0], [[0.896, -0.005], 0.0], [[0.741, -0.202], 0.0], [[0.815, -0.441], 0.0], [[0.733, -0.204], 0.0], [[0.726, -0.454], 0.0], [[0.745, -0.205], 0.0], [[0.877, -0.417], 0.0], [[0.751, -0.202], 0.0], [[0.621, 0.012], 0.0], [[0.553, 0.235], 1.0], [[0.802, 0.213], 0.0], [[0.553, 0.198], 0.0], [[0.8, 0.233], 0.0], [[0.596, 0.377], 0.0], [[0.804, 0.517], 0.0], [[0.611, 0.357], 0.0], [[0.784, 0.538], 0.0], [[0.61, 0.358], 0.0], [[0.783, 0.539], 0.0], [[0.545, 0.463], 0.0], [[0.592, 0.218], 0.0], [[0.37, 0.333], 0.0], [[0.19, 0.507], 0.0], [[0.288, 0.737], 0.0], [[0.08, 0.598], 0.0], [[-0.112, 0.437], 0.0], [[0.0, 0.235], 2.0], [[-0.204, 0.091], 0.0], [[-0.187, -0.158], 0.0], [[0.0, -0.235], 2.0], [[-0.131, -0.448], 0.0], [[-0.352, -0.331], 0.0], [[-0.553, -0.235], 1.0], [[-0.67, -0.014], 0.0], [[-0.692, 0.235], 0.0], [[-0.553, 0.235], 3.0], [[-0.312, 0.301], 0.0], [[-0.062, 0.304], 0.0], [[0.098, 0.112], 0.0], [[0.235, -0.098], 0.0], [[0.408, -0.278], 0.0], [[0.547, -0.486], 0.0], [[0.796, -0.512], 0.0], [[0.83, -0.47], 1]], [[[0.83, 0.47], 1.0], [[0.592, 0.547], 0.0], [[0.374, 0.425], 0.0], [[0.624, 0.422], 0.0], [[0.553, 0.235], 1.0], [[0.334, 0.356], 0.0], [[0.093, 0.421], 0.0], [[0.0, 0.235], 2.0], [[0.014, -0.015], 0.0], [[0.0, -0.235], 1.0], [[-0.171, -0.417], 0.0], [[-0.396, -0.526], 0.0], [[-0.627, -0.428], 0.0], [[-0.553, -0.235], 1.0], [[-0.798, -0.186], 0.0], [[-0.959, 0.005], 0.0], [[-0.812, 0.208], 0.0], [[-1.06, 0.238], 0.0], [[-0.818, 0.177], 0.0], [[-1.066, 0.149], 0.0], [[-0.819, 0.186], 0.0], [[-1.069, 0.19], 0.0], [[-0.91, 0.383], 0.0], [[-0.702, 0.245], 0.0], [[-0.553, 0.235], 2.0], [[-0.401, 0.433], 0.0], [[-0.253, 0.635], 0.0], [[-0.093, 0.827], 0.0], [[0.154, 0.867], 0.0], [[0.394, 0.936], 0.0], [[0.63, 0.853], 0.0], [[0.7, 0.613], 0.0], [[0.83, 0.47], 1]]]",,25.93,0,0,0,0,28.597,0,0,29.75,28,119,0
basic_ca,3,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 4.5], [[0.0, 0.235], 2.0], [[0.0, -0.235], 1], [[0.5533, 0.235], 1], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 2.0], [[0.5533, 0.235], 2.0], [[0.0, 0.235], 2], [[0.0, -0.235], 2], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 3], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.5533, 0.235], 1], [[0.0, 0.235], 2], [[0.0, -0.235], 1], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 2], [[0.8299, 0.47], 1]]]",,42.59,0,0,0,0,12.304,0,0,14.5,33.5,18,0
,,,,,,,,,,,,,,,
no_ca,4,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 1], [[0.0, 0.235], 1], [[0.0, -0.235], 1], [[0.5533, 0.235], 1], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.5533, 0.235], 6], [[0.0, 0.235], 6], [[0.0, -0.235], 5], [[-0.5533, -0.235], 3], [[-0.5533, 0.235], 6], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.5533, 0.235], 2], [[0.0, 0.235], 2], [[0.0, -0.235], 2], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 2], [[0.8299, 0.47], 1]], [[[-0.8299, 0.47], 1], [[-0.5533, 0.235], 1], [[-0.5533, -0.235], 1], [[0.0, -0.235], 1], [[0.0, 0.235], 1], [[0.5533, 0.235], 1], [[-0.8299, 0.47], 1]]]",,6.25,12,1,3,8,16.116,5,0.31,19,53,24,0.5
pf_ca,4,"[[[[-0.83, -0.47], 1.0], [[-0.607, -0.356], 0.0], [[-0.553, -0.235], 1.0], [[-0.711, -0.041], 0.0], [[-0.883, -0.223], 0.0], [[-0.889, 0.027], 0.0], [[-0.803, -0.208], 0.0], [[-0.978, -0.387], 0.0], [[-0.844, -0.176], 0.0], [[-1.05, -0.034], 0.0], [[-1.078, 0.214], 0.0], [[-0.977, 0.443], 0.0], [[-0.738, 0.369], 0.0], [[-0.553, 0.235], 1.0], [[-0.802, 0.206], 0.0], [[-0.86, 0.449], 0.0], [[-0.612, 0.475], 0.0], [[-0.533, 0.712], 0.0], [[-0.347, 0.546], 0.0], [[-0.507, 0.737], 0.0], [[-0.368, 0.53], 0.0], [[-0.444, 0.768], 0.0], [[-0.334, 0.544], 0.0], [[-0.571, 0.621], 0.0], [[-0.352, 0.741], 0.0], [[-0.545, 0.583], 0.0], [[-0.319, 0.688], 0.0], [[-0.537, 0.567], 0.0], [[-0.377, 0.759], 0.0], [[-0.15, 0.863], 0.0], [[-0.252, 0.635], 0.0], [[-0.087, 0.823], 0.0], [[-0.255, 0.638], 0.0], [[-0.006, 0.621], 0.0], [[-0.217, 0.755], 0.0], [[-0.295, 0.517], 0.0], [[-0.078, 0.641], 0.0], [[0.171, 0.667], 0.0], [[0.335, 0.855], 0.0], [[0.086, 0.881], 0.0], [[0.334, 0.915], 0.0], [[0.153, 0.742], 0.0], [[0.222, 0.982], 0.0], [[0.12, 0.754], 0.0], [[-0.046, 0.941], 0.0], [[-0.177, 1.154], 0.0], [[-0.141, 0.907], 0.0], [[-0.03, 0.683], 0.0], [[-0.25, 0.801], 0.0], [[-0.139, 0.577], 0.0], [[0.108, 0.615], 0.0], [[-0.123, 0.52], 0.0], [[-0.16, 0.767], 0.0], [[-0.369, 0.63], 0.0], [[-0.401, 0.878], 0.0], [[-0.152, 0.899], 0.0], [[0.076, 0.798], 0.0], [[-0.165, 0.862], 0.0], [[-0.329, 1.051], 0.0], [[-0.357, 0.803], 0.0], [[-0.536, 0.978], 0.0], [[-0.402, 0.766], 0.0], [[-0.314, 0.533], 0.0], [[-0.399, 0.297], 0.0], [[-0.151, 0.26], 0.0], [[0.0, 0.235], 1.0], [[-0.078, -0.002], 0.0], [[0.0, -0.235], 1.0], [[0.244, -0.289], 0.0], [[0.031, -0.419], 0.0], [[-0.139, -0.603], 0.0], [[-0.388, -0.623], 0.0], [[-0.28, -0.398], 0.0], [[-0.52, -0.328], 0.0], [[-0.406, -0.106], 0.0], [[-0.42, 0.143], 0.0], [[-0.27, 0.344], 0.0], [[-0.177, 0.576], 0.0], [[-0.074, 0.803], 0.0], [[0.175, 0.829], 0.0], [[0.268, 1.061], 0.0], [[0.019, 1.084], 0.0], [[0.24, 1.201], 0.0], [[0.481, 1.134], 0.0], [[0.663, 1.306], 0.0], [[0.488, 1.127], 0.0], [[0.604, 1.349], 0.0], [[0.46, 1.144], 0.0], [[0.223, 1.066], 0.0], [[0.454, 1.16], 0.0], [[0.378, 0.922], 0.0], [[0.415, 1.169], 0.0], [[0.408, 1.419], 0.0], [[0.444, 1.171], 0.0], [[0.233, 1.306], 0.0], [[0.171, 1.548], 0.0], [[0.231, 1.306], 0.0], [[0.228, 1.056], 0.0], [[0.346, 1.276], 0.0], [[0.413, 1.517], 0.0], [[0.417, 1.267], 0.0], [[0.171, 1.31], 0.0], [[0.372, 1.162], 0.0], [[0.478, 1.388], 0.0], [[0.407, 1.148], 0.0], [[0.57, 0.959], 0.0], [[0.5, 1.199], 0.0], [[0.325, 1.022], 0.0], [[0.23, 0.79], 0.0], [[-0.002, 0.883], 0.0], [[0.018, 1.132], 0.0], [[0.148, 0.919], 0.0], [[0.113, 1.167], 0.0], [[0.105, 0.917], 0.0], [[0.202, 1.147], 0.0], [[0.219, 0.898], 0.0], [[0.013, 0.757], 0.0], [[0.099, 0.991], 0.0], [[0.109, 0.742], 0.0], [[-0.015, 0.959], 0.0], [[0.227, 0.895], 0.0], [[-0.009, 0.978], 0.0], [[0.196, 1.121], 0.0], [[0.149, 0.876], 0.0], [[0.282, 1.087], 0.0], [[0.334, 0.843], 0.0], [[0.121, 0.973], 0.0], [[-0.12, 1.041], 0.0], [[0.033, 0.843], 0.0], [[0.272, 0.914], 0.0], [[0.137, 0.705], 0.0], [[0.144, 0.455], 0.0], [[0.389, 0.407], 0.0], [[0.553, 0.235], 1.0], [[0.35, 0.089], 0.0], [[0.1, 0.09], 0.0], [[-0.111, -0.043], 0.0], [[0.12, 0.051], 0.0], [[-0.082, -0.095], 0.0], [[0.167, -0.111], 0.0], [[-0.028, -0.268], 0.0], [[-0.143, -0.489], 0.0], [[-0.302, -0.682], 0.0], [[-0.548, -0.73], 0.0], [[-0.79, -0.666], 0.0], [[-0.83, -0.47], 1]], [[[0.83, -0.47], 1.0], [[0.618, -0.338], 0.0], [[0.842, -0.228], 0.0], [[0.706, -0.018], 0.0], [[0.926, -0.137], 0.0], [[1.096, -0.32], 0.0], [[0.942, -0.123], 0.0], [[1.191, -0.108], 0.0], [[0.956, -0.023], 0.0], [[1.18, -0.134], 0.0], [[0.98, 0.015], 0.0], [[0.781, -0.137], 0.0], [[0.843, -0.379], 0.0], [[0.846, -0.129], 0.0], [[0.69, 0.066], 0.0], [[0.553, 0.235], 6.0], [[0.732, 0.41], 0.0], [[0.64, 0.177], 0.0], [[0.846, 0.318], 0.0], [[0.627, 0.199], 0.0], [[0.423, 0.054], 0.0], [[0.211, -0.078], 0.0], [[0.308, 0.152], 0.0], [[0.388, -0.085], 0.0], [[0.143, -0.039], 0.0], [[0.37, 0.066], 0.0], [[0.399, -0.183], 0.0], [[0.405, 0.067], 0.0], [[0.577, 0.248], 0.0], [[0.378, 0.098], 0.0], [[0.451, -0.141], 0.0], [[0.495, 0.105], 0.0], [[0.426, -0.135], 0.0], [[0.628, 0.013], 0.0], [[0.414, -0.117], 0.0], [[0.501, 0.117], 0.0], [[0.747, 0.072], 0.0], [[0.719, 0.321], 0.0], [[0.536, 0.151], 0.0], [[0.528, -0.099], 0.0], [[0.762, -0.187], 0.0], [[0.572, -0.024], 0.0], [[0.409, 0.165], 0.0], [[0.587, 0.341], 0.0], [[0.781, 0.183], 0.0], [[0.833, -0.061], 0.0], [[1.017, -0.23], 0.0], [[0.775, -0.291], 0.0], [[0.969, -0.449], 0.0], [[0.772, -0.603], 0.0], [[0.612, -0.411], 0.0], [[0.423, -0.575], 0.0], [[0.494, -0.335], 0.0], [[0.34, -0.532], 0.0], [[0.373, -0.284], 0.0], [[0.622, -0.3], 0.0], [[0.6, -0.549], 0.0], [[0.712, -0.326], 0.0], [[0.805, -0.558], 0.0], [[0.865, -0.315], 0.0], [[0.872, -0.565], 0.0], [[0.777, -0.334], 0.0], [[0.558, -0.453], 0.0], [[0.349, -0.316], 0.0], [[0.568, -0.437], 0.0], [[0.318, -0.422], 0.0], [[0.245, -0.183], 0.0], [[0.105, -0.391], 0.0], [[0.176, -0.151], 0.0], [[-0.04, -0.278], 0.0], [[0.015, -0.034], 0.0], [[-0.232, -0.071], 0.0], [[-0.002, 0.026], 0.0], [[0.0, 0.235], 6.0], [[-0.112, 0.012], 0.0], [[-0.052, -0.231], 0.0], [[0.0, -0.235], 5.0], [[-0.235, -0.32], 0.0], [[-0.483, -0.351], 0.0], [[-0.553, -0.235], 3.0], [[-0.701, -0.033], 0.0], [[-0.66, 0.214], 0.0], [[-0.553, 0.235], 6.0], [[-0.334, 0.114], 0.0], [[-0.086, 0.083], 0.0], [[0.151, 0.003], 0.0], [[0.322, -0.179], 0.0], [[0.5, -0.355], 0.0], [[0.674, -0.534], 0.0], [[0.83, -0.47], 1]], [[[0.83, 0.47], 1.0], [[0.59, 0.541], 0.0], [[0.378, 0.409], 0.0], [[0.553, 0.235], 2.0], [[0.343, 0.371], 0.0], [[0.096, 0.406], 0.0], [[0.0, 0.235], 2.0], [[-0.1, 0.006], 0.0], [[-0.032, -0.234], 0.0], [[0.0, -0.235], 2.0], [[-0.249, -0.254], 0.0], [[-0.499, -0.238], 0.0], [[-0.553, -0.235], 1.0], [[-0.783, -0.137], 0.0], [[-1.009, -0.029], 0.0], [[-1.003, 0.221], 0.0], [[-0.773, 0.124], 0.0], [[-0.553, 0.235], 2.0], [[-0.609, -0.009], 0.0], [[-0.434, -0.187], 0.0], [[-0.286, -0.388], 0.0], [[-0.497, -0.254], 0.0], [[-0.722, -0.145], 0.0], [[-0.473, -0.169], 0.0], [[-0.245, -0.272], 0.0], [[-0.32, -0.033], 0.0], [[-0.403, 0.202], 0.0], [[-0.179, 0.092], 0.0], [[-0.199, -0.158], 0.0], [[-0.222, 0.091], 0.0], [[-0.209, -0.158], 0.0], [[-0.052, 0.037], 0.0], [[0.0, 0.281], 0.0], [[0.246, 0.235], 0.0], [[0.485, 0.309], 0.0], [[0.653, 0.494], 0.0], [[0.83, 0.47], 1]], [[[-0.83, 0.47], 1.0], [[-0.581, 0.446], 0.0], [[-0.553, 0.235], 1.0], [[-0.37, 0.405], 0.0], [[-0.598, 0.303], 0.0], [[-0.349, 0.316], 0.0], [[-0.563, 0.187], 0.0], [[-0.325, 0.111], 0.0], [[-0.509, -0.058], 0.0], [[-0.553, -0.235], 1.0], [[-0.49, -0.477], 0.0], [[-0.438, -0.721], 0.0], [[-0.19, -0.692], 0.0], [[-0.109, -0.929], 0.0], [[0.04, -0.728], 0.0], [[0.2, -0.92], 0.0], [[-0.002, -1.068], 0.0], [[-0.003, -0.818], 0.0], [[0.002, -1.068], 0.0], [[-0.138, -0.86], 0.0], [[-0.303, -0.673], 0.0], [[-0.215, -0.907], 0.0], [[-0.04, -0.728], 0.0], [[-0.149, -0.953], 0.0], [[-0.002, -0.751], 0.0], [[-0.117, -0.973], 0.0], [[0.058, -0.794], 0.0], [[0.296, -0.719], 0.0], [[0.103, -0.56], 0.0], [[0.207, -0.332], 0.0], [[0.0, -0.235], 1.0], [[-0.212, -0.367], 0.0], [[-0.184, -0.615], 0.0], [[-0.205, -0.864], 0.0], [[-0.297, -0.632], 0.0], [[-0.131, -0.819], 0.0], [[-0.202, -0.579], 0.0], [[-0.342, -0.787], 0.0], [[-0.213, -0.573], 0.0], [[0.021, -0.661], 0.0], [[0.224, -0.516], 0.0], [[0.188, -0.763], 0.0], [[-0.038, -0.655], 0.0], [[0.113, -0.854], 0.0], [[0.229, -1.076], 0.0], [[0.199, -0.828], 0.0], [[0.009, -0.665], 0.0], [[0.068, -0.908], 0.0], [[0.317, -0.887], 0.0], [[0.224, -0.655], 0.0], [[0.061, -0.845], 0.0], [[-0.132, -1.004], 0.0], [[-0.013, -0.784], 0.0], [[-0.154, -0.991], 0.0], [[-0.055, -0.761], 0.0], [[0.037, -0.529], 0.0], [[-0.203, -0.6], 0.0], [[-0.439, -0.517], 0.0], [[-0.248, -0.356], 0.0], [[-0.011, -0.436], 0.0], [[-0.25, -0.363], 0.0], [[-0.5, -0.358], 0.0], [[-0.738, -0.282], 0.0], [[-0.824, -0.047], 0.0], [[-0.579, 0.002], 0.0], [[-0.755, 0.179], 0.0], [[-0.903, 0.38], 0.0], [[-0.658, 0.43], 0.0], [[-0.412, 0.475], 0.0], [[-0.174, 0.549], 0.0], [[-0.365, 0.388], 0.0], [[-0.116, 0.404], 0.0], [[0.0, 0.235], 1.0], [[0.068, 0.476], 0.0], [[0.163, 0.707], 0.0], [[0.293, 0.92], 0.0], [[0.38, 1.155], 0.0], [[0.626, 1.198], 0.0], [[0.869, 1.257], 0.0], [[0.995, 1.473], 0.0], [[1.06, 1.232], 0.0], [[1.231, 1.05], 0.0], [[1.474, 0.99], 0.0], [[1.665, 0.829], 1.0], [[1.44, 0.72], 0.0], [[1.653, 0.589], 0.0], [[1.42, 0.5], 0.0], [[1.542, 0.282], 0.0], [[1.542, 0.032], 0.0], [[1.296, 0.077], 0.0], [[1.096, -0.073], 0.0], [[1.083, -0.323], 0.0], [[1.045, -0.57], 0.0], [[0.907, -0.361], 0.0], [[0.996, -0.595], 0.0], [[0.85, -0.393], 0.0], [[0.953, -0.165], 0.0], [[0.982, -0.413], 0.0], [[0.77, -0.281], 0.0], [[0.826, -0.525], 0.0], [[0.81, -0.275], 0.0], [[0.812, -0.525], 0.0], [[0.893, -0.289], 0.0], [[0.649, -0.237], 0.0], [[0.869, -0.355], 0.0], [[1.1, -0.451], 0.0], [[1.106, -0.202], 0.0], [[1.184, -0.439], 0.0], [[0.958, -0.334], 0.0], [[1.145, -0.499], 0.0], [[0.938, -0.36], 0.0], [[1.186, -0.391], 0.0], [[0.947, -0.315], 0.0], [[1.195, -0.277], 0.0], [[0.945, -0.297], 0.0], [[1.176, -0.202], 0.0], [[0.945, -0.297], 0.0], [[1.144, -0.448], 0.0], [[0.919, -0.34], 0.0], [[1.073, -0.143], 0.0], [[0.999, -0.382], 0.0], [[1.015, -0.132], 0.0], [[1.118, -0.36], 0.0], [[1.368, -0.372], 0.0], [[1.15, -0.25], 0.0], [[0.904, -0.294], 0.0], [[0.763, -0.5], 0.0], [[0.645, -0.721], 0.0], [[0.698, -0.476], 0.0], [[0.633, -0.718], 0.0], [[0.671, -0.471], 0.0], [[0.79, -0.691], 0.0], [[0.775, -0.441], 0.0], [[0.62, -0.637], 0.0], [[0.767, -0.435], 0.0], [[1.007, -0.505], 0.0], [[1.101, -0.274], 0.0], [[1.184, -0.51], 0.0], [[0.948, -0.426], 0.0], [[1.154, -0.568], 0.0], [[1.101, -0.324], 0.0], [[1.347, -0.281], 0.0], [[1.111, -0.197], 0.0], [[0.904, -0.336], 0.0], [[0.66, -0.278], 0.0], [[0.506, -0.082], 0.0], [[0.753, -0.04], 0.0], [[0.566, -0.207], 0.0], [[0.325, -0.141], 0.0], [[0.574, -0.124], 0.0], [[0.347, -0.02], 0.0], [[0.589, 0.042], 0.0], [[0.553, 0.235], 1.0], [[0.34, 0.105], 0.0], [[0.093, 0.142], 0.0], [[-0.157, 0.135], 0.0], [[0.055, 0.268], 0.0], [[-0.008, 0.51], 0.0], [[-0.15, 0.716], 0.0], [[-0.379, 0.815], 0.0], [[-0.452, 1.054], 0.0], [[-0.699, 1.015], 0.0], [[-0.828, 0.801], 0.0], [[-1.076, 0.839], 0.0], [[-0.938, 0.63], 0.0], [[-0.83, 0.47], 1]]]",,6.25,0,0,0,0,106.99,0,0,108.75,54,435,0
basic_ca,4,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 13.0], [[-0.9282999998500001, 0.014999999999999986], 0], [[-0.5533, 0.235], 3.0], [[0.0, 0.235], 1.5], [[0.0, -0.235], 1], [[0.5533, 0.235], 1], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 3.0], [[0.5533, 0.235], 17.0], [[0.5533, 0.235], 0], [[0.0, 0.235], 6], [[0.0, -0.235], 5], [[-0.5533, -0.235], 3], [[-0.5533, 0.235], 6], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.5533, 0.235], 2], [[0.0, 0.235], 13.5], [[0.37499999985000004, -0.014999999999999986], 0], [[0.0, -0.235], 2], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 2], [[0.8299, 0.47], 1]], [[[-0.8299, 0.47], 1], [[-0.5533, 0.235], 13.0], [[-0.5533, -0.235], 1], [[0.0, -0.235], 1], [[0.0, 0.235], 1], [[0.5533, 0.235], 1], [[-0.8299, 0.47], 1]]]",,108.33,6,3,1,2,16.947,3,0.177,20.25,104,27,0.222
,,,,,,,,,,,,,,,
no_ca,1,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 12], [[-0.5533, 0.235], 1], [[0.0, 0.235], 1], [[0.0, -0.235], 5], [[0.5533, 0.235], 8], [[-0.8299, -0.47], 1]]]",,32.14,0,0,0,0,4.135,0,0,4.75,29,6,0
pf_ca,1,"[[[[-0.83, -0.47], 1.0], [[-0.604, -0.363], 0.0], [[-0.553, -0.235], 12.0], [[-0.54, 0.015], 0.0], [[-0.553, 0.235], 1.0], [[-0.306, 0.197], 0.0], [[-0.06, 0.239], 0.0], [[0.0, 0.235], 1.0], [[0.039, -0.012], 0.0], [[0.0, -0.235], 5.0], [[0.196, -0.079], 0.0], [[0.383, 0.086], 0.0], [[0.553, 0.235], 8.0], [[0.344, 0.098], 0.0], [[0.13, -0.031], 0.0], [[-0.079, -0.168], 0.0], [[-0.301, -0.284], 0.0], [[-0.544, -0.341], 0.0], [[-0.772, -0.442], 0.0], [[-0.83, -0.47], 1]]]",,32.14,0,0,0,0,4.184,0,0,4.75,29,19,0
basic_ca,1,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 12], [[-0.5533, 0.235], 1], [[0.0, 0.235], 1], [[0.0, -0.235], 5], [[0.5533, 0.235], 8], [[-0.8299, -0.47], 1]]]",,32.14,0,0,0,0,4.135,0,0,4.75,29,6,0
,,,,,,,,,,,,,,,
