Strategy,n_drones,Plan,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel Collisions,Dest. Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Total Hover Duration,Number of Flights,Average Collisions per Flight
,,,,,,,,,,,,,,
no_ca,1,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 7], [[1.0, 2.0], 5], [[2.0, 1.0], 15], [[0.0, 0.0], 1]]]",91.43,0,0,0,0,6.064,0,0,6.25,29,4,0
pf_ca,1,"[[[[0.0, 0.0], 1.0], [[0.167, 0.186], 0.0], [[0.33, 0.375], 0.0], [[0.47, 0.583], 0.0], [[0.638, 0.768], 0.0], [[0.837, 0.919], 0.0], [[1.0, 1.0], 7.0], [[0.992, 1.25], 0.0], [[1.002, 1.5], 0.0], [[1.076, 1.739], 0.0], [[0.963, 1.962], 0.0], [[1.0, 2.0], 5.0], [[1.172, 1.819], 0.0], [[1.36, 1.653], 0.0], [[1.523, 1.464], 0.0], [[1.68, 1.27], 0.0], [[1.842, 1.08], 0.0], [[2.0, 1.0], 15.0], [[1.777, 0.888], 0.0], [[1.55, 0.782], 0.0], [[1.333, 0.657], 0.0], [[1.115, 0.535], 0.0], [[0.89, 0.427], 0.0], [[0.653, 0.346], 0.0], [[0.428, 0.238], 0.0], [[0.205, 0.124], 0.0], [[0.0, 0.0], 1]]]",91.43,0,0,0,0,6.152,0,0,6.5,29,26,0
basic_ca,1,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 7], [[1.0, 2.0], 5], [[2.0, 1.0], 15], [[0.0, 0.0], 1]]]",91.43,0,0,0,0,6.064,0,0,6.25,29,4,0
,,,,,,,,,,,,,,
no_ca,2,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 2], [[2.0, 1.0], 4], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 6], [[1.0, 1.0], 1], [[3.0, 0.0], 1]]]",58.62,1,0,0,1,10.715,0.25,0.023,11,18,7,0.143
pf_ca,2,"[[[[0.0, 0.0], 1.0], [[0.213, 0.13], 0.0], [[0.386, 0.312], 0.0], [[0.556, 0.495], 0.0], [[0.741, 0.662], 0.0], [[0.917, 0.84], 0.0], [[1.0, 1.0], 1.0], [[1.005, 1.25], 0.0], [[1.052, 1.496], 0.0], [[0.968, 1.731], 0.0], [[1.059, 1.964], 0.0], [[1.0, 2.0], 2.0], [[1.196, 1.844], 0.0], [[1.336, 1.637], 0.0], [[1.516, 1.464], 0.0], [[1.328, 1.629], 0.0], [[1.534, 1.487], 0.0], [[1.378, 1.291], 0.0], [[1.258, 1.511], 0.0], [[1.456, 1.358], 0.0], [[1.676, 1.476], 0.0], [[1.923, 1.515], 0.0], [[1.981, 1.272], 0.0], [[1.946, 1.025], 0.0], [[2.0, 1.0], 4.0], [[1.774, 0.893], 0.0], [[1.54, 0.805], 0.0], [[1.322, 0.682], 0.0], [[1.09, 0.589], 0.0], [[0.891, 0.438], 0.0], [[0.659, 0.345], 0.0], [[0.456, 0.2], 0.0], [[0.236, 0.08], 0.0], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1.0], [[2.801, 0.152], 0.0], [[2.622, 0.326], 0.0], [[2.443, 0.501], 0.0], [[2.28, 0.69], 0.0], [[2.093, 0.856], 0.0], [[2.0, 1.0], 6.0], [[1.792, 0.861], 0.0], [[1.588, 0.716], 0.0], [[1.339, 0.696], 0.0], [[1.107, 0.79], 0.0], [[1.0, 1.0], 1.0], [[1.138, 0.792], 0.0], [[1.309, 0.609], 0.0], [[1.405, 0.378], 0.0], [[1.516, 0.154], 0.0], [[1.687, -0.028], 0.0], [[1.937, -0.021], 0.0], [[2.187, -0.027], 0.0], [[2.434, 0.007], 0.0], [[2.684, 0.0], 0.0], [[2.925, -0.068], 0.0], [[3.0, 0.0], 1]]]",58.62,0,0,0,0,13.068,0,0,14,18,55,0
basic_ca,2,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 3.5], [[2.0, 1.0], 4], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 6], [[1.0, 1.0], 1], [[3.0, 0.0], 1]]]",53.45,0,0,0,0,10.715,0,0,11,19.5,7,0
,,,,,,,,,,,,,,
no_ca,3,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 4], [[2.0, 1.0], 1], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 2], [[2.0, 2.0], 1], [[1.0, 1.0], 4], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[2.0, 3.0], 8], [[1.0, 2.0], 8], [[0.0, 4.0], 1]]]",22.58,1,0,1,0,18.015,0.5,0.028,18.5,36,11,0.091
pf_ca,3,"[[[[0.0, 0.0], 1.0], [[0.202, 0.147], 0.0], [[0.37, 0.332], 0.0], [[0.551, 0.504], 0.0], [[0.72, 0.689], 0.0], [[0.88, 0.881], 0.0], [[1.0, 1.0], 2.0], [[0.849, 1.199], 0.0], [[0.892, 1.445], 0.0], [[0.916, 1.694], 0.0], [[0.96, 1.94], 0.0], [[1.0, 2.0], 4.0], [[1.24, 1.93], 0.0], [[1.482, 1.867], 0.0], [[1.716, 1.779], 0.0], [[1.957, 1.712], 0.0], [[1.904, 1.467], 0.0], [[2.099, 1.31], 0.0], [[1.973, 1.094], 0.0], [[2.0, 1.0], 1.0], [[1.859, 0.794], 0.0], [[1.808, 0.549], 0.0], [[1.741, 0.308], 0.0], [[1.65, 0.075], 0.0], [[1.444, -0.066], 0.0], [[1.2, -0.009], 0.0], [[0.952, -0.043], 0.0], [[0.704, -0.016], 0.0], [[0.456, -0.046], 0.0], [[0.216, 0.023], 0.0], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1.0], [[2.83, 0.183], 0.0], [[2.664, 0.37], 0.0], [[2.499, 0.558], 0.0], [[2.31, 0.722], 0.0], [[2.128, 0.893], 0.0], [[2.0, 1.0], 2.0], [[2.109, 1.225], 0.0], [[2.058, 1.47], 0.0], [[2.104, 1.716], 0.0], [[2.097, 1.965], 0.0], [[2.0, 2.0], 1.0], [[1.987, 1.75], 0.0], [[1.905, 1.514], 0.0], [[1.814, 1.281], 0.0], [[1.654, 1.089], 0.0], [[1.463, 0.927], 0.0], [[1.231, 0.835], 0.0], [[1.04, 0.996], 0.0], [[1.0, 1.0], 4.0], [[1.051, 0.755], 0.0], [[1.301, 0.769], 0.0], [[1.539, 0.847], 0.0], [[1.769, 0.942], 0.0], [[2.017, 0.905], 0.0], [[2.202, 0.737], 0.0], [[2.408, 0.595], 0.0], [[2.576, 0.41], 0.0], [[2.747, 0.227], 0.0], [[2.954, 0.087], 0.0], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1.0], [[0.217, 3.875], 0.0], [[0.437, 3.757], 0.0], [[0.663, 3.651], 0.0], [[0.89, 3.546], 0.0], [[1.11, 3.426], 0.0], [[1.34, 3.329], 0.0], [[1.54, 3.179], 0.0], [[1.759, 3.058], 0.0], [[2.0, 3.0], 8.0], [[1.84, 2.808], 0.0], [[1.677, 2.619], 0.0], [[1.469, 2.479], 0.0], [[1.281, 2.314], 0.0], [[1.138, 2.109], 0.0], [[1.0, 2.0], 8.0], [[0.913, 2.234], 0.0], [[0.806, 2.46], 0.0], [[0.668, 2.669], 0.0], [[0.566, 2.897], 0.0], [[0.482, 3.132], 0.0], [[0.413, 3.373], 0.0], [[0.312, 3.601], 0.0], [[0.151, 3.793], 0.0], [[0.062, 4.026], 0.0], [[0.0, 4.0], 1]]]",22.58,0,0,0,0,19.957,0,0,21.25,36,85,0
basic_ca,3,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 4], [[2.0, 1.0], 1], [[2.0559016993341883, 0.2732779073742838], 0], [[1.7204915027789853, 0.4409830056921346], 0], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 2], [[2.0, 2.0], 1], [[1.0, 1.0], 5.0], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[2.0, 3.0], 8], [[1.0, 2.0], 8], [[0.0, 4.0], 1]]]",25.81,0,0,0,0,18.659,0,0,19.5,37,13,0
,,,,,,,,,,,,,,
no_ca,4,"[[[[0.0, 0.0], 1], [[1.0, 2.0], 4], [[2.0, 1.0], 3], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 4], [[2.0, 2.0], 3], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 2], [[2.0, 3.0], 4], [[1.0, 2.0], 7], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 3], [[1.0, 3.0], 1], [[2.0, 2.0], 2], [[3.0, 4.0], 1]]]",6.06,2,0,0,2,22.666,0.5,0.022,23.25,41,14,0.143
pf_ca,4,"[[[[0.0, 0.0], 1.0], [[0.117, 0.221], 0.0], [[0.29, 0.401], 0.0], [[0.395, 0.628], 0.0], [[0.479, 0.863], 0.0], [[0.581, 1.092], 0.0], [[0.712, 1.305], 0.0], [[0.835, 1.522], 0.0], [[0.899, 1.764], 0.0], [[0.969, 2.004], 0.0], [[1.0, 2.0], 4.0], [[1.11, 1.776], 0.0], [[1.205, 1.544], 0.0], [[1.261, 1.301], 0.0], [[1.438, 1.123], 0.0], [[1.648, 0.988], 0.0], [[1.857, 0.851], 0.0], [[2.0, 1.0], 3.0], [[1.768, 0.907], 0.0], [[1.566, 0.76], 0.0], [[1.339, 0.654], 0.0], [[1.107, 0.563], 0.0], [[0.888, 0.443], 0.0], [[0.661, 0.337], 0.0], [[0.431, 0.24], 0.0], [[0.208, 0.127], 0.0], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1.0], [[2.807, 0.158], 0.0], [[2.637, 0.342], 0.0], [[2.445, 0.503], 0.0], [[2.263, 0.674], 0.0], [[2.098, 0.861], 0.0], [[2.0, 1.0], 4.0], [[1.989, 1.25], 0.0], [[2.105, 1.472], 0.0], [[2.148, 1.718], 0.0], [[2.107, 1.965], 0.0], [[2.0, 2.0], 3.0], [[2.188, 1.836], 0.0], [[2.364, 1.658], 0.0], [[2.612, 1.629], 0.0], [[2.825, 1.497], 0.0], [[2.988, 1.308], 0.0], [[3.155, 1.122], 0.0], [[3.114, 0.875], 0.0], [[3.042, 0.636], 0.0], [[2.995, 0.39], 0.0], [[2.936, 0.148], 0.0], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1.0], [[0.195, 3.843], 0.0], [[0.365, 3.66], 0.0], [[0.563, 3.507], 0.0], [[0.725, 3.317], 0.0], [[0.892, 3.131], 0.0], [[1.0, 3.0], 2.0], [[1.218, 3.122], 0.0], [[1.371, 3.319], 0.0], [[1.589, 3.196], 0.0], [[1.599, 3.446], 0.0], [[1.843, 3.394], 0.0], [[1.991, 3.596], 0.0], [[2.027, 3.348], 0.0], [[2.182, 3.153], 0.0], [[2.0, 3.0], 4.0], [[1.836, 2.811], 0.0], [[1.587, 2.793], 0.0], [[1.472, 2.571], 0.0], [[1.222, 2.563], 0.0], [[1.107, 2.34], 0.0], [[1.001, 2.114], 0.0], [[1.0, 2.0], 7.0], [[0.916, 2.236], 0.0], [[0.795, 2.454], 0.0], [[0.709, 2.689], 0.0], [[0.621, 2.923], 0.0], [[0.526, 3.154], 0.0], [[0.415, 3.378], 0.0], [[0.281, 3.589], 0.0], [[0.17, 3.813], 0.0], [[0.227, 4.057], 0.0], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1.0], [[2.819, 3.827], 0.0], [[2.655, 3.639], 0.0], [[2.477, 3.463], 0.0], [[2.336, 3.257], 0.0], [[2.129, 3.117], 0.0], [[2.0, 3.0], 3.0], [[1.943, 2.757], 0.0], [[1.742, 2.608], 0.0], [[1.516, 2.715], 0.0], [[1.28, 2.797], 0.0], [[1.112, 2.983], 0.0], [[1.0, 3.0], 1.0], [[1.081, 2.764], 0.0], [[0.913, 2.579], 0.0], [[1.126, 2.447], 0.0], [[1.176, 2.202], 0.0], [[1.419, 2.258], 0.0], [[1.286, 2.046], 0.0], [[1.208, 2.284], 0.0], [[1.111, 2.053], 0.0], [[1.199, 2.287], 0.0], [[1.149, 2.042], 0.0], [[1.198, 2.287], 0.0], [[1.112, 2.052], 0.0], [[1.304, 1.892], 0.0], [[1.53, 1.784], 0.0], [[1.77, 1.853], 0.0], [[1.997, 1.957], 0.0], [[2.0, 2.0], 2.0], [[2.188, 2.165], 0.0], [[2.287, 2.395], 0.0], [[2.407, 2.614], 0.0], [[2.526, 2.834], 0.0], [[2.611, 3.069], 0.0], [[2.702, 3.302], 0.0], [[2.754, 3.546], 0.0], [[2.846, 3.779], 0.0], [[2.615, 3.683], 0.0], [[2.817, 3.831], 0.0], [[3.0, 4.0], 1]]]",6.06,0,0,0,0,28.762,0,0,30.25,41,120,0
basic_ca,4,"[[[[0.0, 0.0], 1], [[1.0, 2.0], 4], [[2.0, 1.0], 3], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 4], [[2.0, 2.0], 3], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 2.5], [[1.75, 3.37499999995], 0], [[2.0, 3.0], 4], [[1.0, 2.0], 7], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 3], [[1.0, 3.0], 3.0], [[2.0, 2.0], 2], [[3.0, 4.0], 1]]]",13.64,0,0,0,0,22.955,0,0,23.75,43.5,15,0
,,,,,,,,,,,,,,
no_ca,5,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 3], [[2.0, 1.0], 2], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 3], [[1.0, 1.0], 3], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 1], [[2.0, 3.0], 2], [[1.0, 2.0], 3], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 4], [[1.0, 3.0], 2], [[3.0, 4.0], 1]], [[[1.5, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 3], [[2.0, 1.0], 2], [[1.5, 0.0], 1]]]",28.57,11,3,2,6,26.08,7,0.268,27,42,18,0.611
pf_ca,5,"[[[[0.0, 0.0], 1.0], [[0.192, 0.16], 0.0], [[0.356, 0.349], 0.0], [[0.55, 0.506], 0.0], [[0.435, 0.729], 0.0], [[0.414, 0.978], 0.0], [[0.664, 0.982], 0.0], [[0.418, 0.938], 0.0], [[0.437, 1.188], 0.0], [[0.195, 1.123], 0.0], [[0.439, 1.066], 0.0], [[0.189, 1.083], 0.0], [[0.438, 1.102], 0.0], [[0.235, 1.247], 0.0], [[0.455, 1.129], 0.0], [[0.573, 0.909], 0.0], [[0.781, 0.769], 0.0], [[0.531, 0.777], 0.0], [[0.759, 0.879], 0.0], [[0.511, 0.855], 0.0], [[0.72, 0.991], 0.0], [[0.955, 1.078], 0.0], [[1.0, 1.0], 2.0], [[0.884, 1.221], 0.0], [[0.68, 1.367], 0.0], [[0.56, 1.586], 0.0], [[0.606, 1.832], 0.0], [[0.776, 2.014], 0.0], [[1.0, 2.0], 3.0], [[1.06, 1.757], 0.0], [[1.041, 1.508], 0.0], [[1.14, 1.279], 0.0], [[1.285, 1.075], 0.0], [[1.496, 0.941], 0.0], [[1.741, 0.993], 0.0], [[1.918, 1.169], 0.0], [[2.0, 1.0], 2.0], [[1.75, 1.004], 0.0], [[1.522, 0.901], 0.0], [[1.289, 0.81], 0.0], [[1.046, 0.868], 0.0], [[0.852, 0.711], 0.0], [[0.674, 0.535], 0.0], [[0.468, 0.394], 0.0], [[0.237, 0.299], 0.0], [[0.127, 0.074], 0.0], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1.0], [[2.826, 0.179], 0.0], [[2.647, 0.354], 0.0], [[2.493, 0.551], 0.0], [[2.343, 0.751], 0.0], [[2.122, 0.867], 0.0], [[2.0, 1.0], 3.0], [[1.752, 1.03], 0.0], [[1.502, 1.039], 0.0], [[1.599, 0.809], 0.0], [[1.576, 0.56], 0.0], [[1.354, 0.673], 0.0], [[1.396, 0.427], 0.0], [[1.344, 0.671], 0.0], [[1.554, 0.536], 0.0], [[1.395, 0.73], 0.0], [[1.592, 0.575], 0.0], [[1.533, 0.818], 0.0], [[1.779, 0.773], 0.0], [[1.547, 0.68], 0.0], [[1.356, 0.842], 0.0], [[1.119, 0.921], 0.0], [[1.0, 1.0], 3.0], [[1.153, 0.802], 0.0], [[1.34, 0.637], 0.0], [[1.527, 0.47], 0.0], [[1.749, 0.355], 0.0], [[1.985, 0.438], 0.0], [[2.235, 0.431], 0.0], [[2.436, 0.283], 0.0], [[2.651, 0.155], 0.0], [[2.868, 0.031], 0.0], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1.0], [[0.163, 3.81], 0.0], [[0.357, 3.652], 0.0], [[0.518, 3.462], 0.0], [[0.68, 3.271], 0.0], [[0.915, 3.186], 0.0], [[1.0, 3.0], 1.0], [[1.249, 2.979], 0.0], [[1.499, 2.969], 0.0], [[1.253, 2.923], 0.0], [[1.424, 3.106], 0.0], [[1.663, 3.034], 0.0], [[1.426, 3.112], 0.0], [[1.535, 2.887], 0.0], [[1.341, 2.73], 0.0], [[1.455, 2.952], 0.0], [[1.205, 2.945], 0.0], [[1.452, 2.986], 0.0], [[1.688, 3.067], 0.0], [[1.449, 3.14], 0.0], [[1.698, 3.166], 0.0], [[1.907, 3.029], 0.0], [[2.0, 3.0], 2.0], [[2.017, 2.751], 0.0], [[2.049, 2.503], 0.0], [[1.861, 2.338], 0.0], [[1.649, 2.206], 0.0], [[1.591, 2.449], 0.0], [[1.745, 2.252], 0.0], [[1.814, 2.012], 0.0], [[1.725, 2.245], 0.0], [[1.826, 2.017], 0.0], [[1.861, 2.264], 0.0], [[1.613, 2.234], 0.0], [[1.406, 2.092], 0.0], [[1.619, 2.223], 0.0], [[1.868, 2.254], 0.0], [[1.635, 2.162], 0.0], [[1.416, 2.281], 0.0], [[1.167, 2.255], 0.0], [[1.008, 2.062], 0.0], [[1.0, 2.0], 3.0], [[0.886, 2.223], 0.0], [[0.786, 2.452], 0.0], [[0.668, 2.672], 0.0], [[0.57, 2.902], 0.0], [[0.494, 3.14], 0.0], [[0.377, 3.361], 0.0], [[0.277, 3.59], 0.0], [[0.143, 3.802], 0.0], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1.0], [[2.815, 3.832], 0.0], [[2.662, 3.634], 0.0], [[2.493, 3.45], 0.0], [[2.329, 3.261], 0.0], [[2.124, 3.118], 0.0], [[2.0, 3.0], 4.0], [[2.209, 2.863], 0.0], [[2.31, 2.634], 0.0], [[2.205, 2.407], 0.0], [[2.013, 2.247], 0.0], [[1.769, 2.192], 0.0], [[1.834, 2.434], 0.0], [[1.603, 2.338], 0.0], [[1.574, 2.586], 0.0], [[1.336, 2.663], 0.0], [[1.108, 2.766], 0.0], [[0.949, 2.959], 0.0], [[1.0, 3.0], 2.0], [[1.179, 3.175], 0.0], [[1.353, 3.354], 0.0], [[1.526, 3.535], 0.0], [[1.768, 3.595], 0.0], [[2.013, 3.645], 0.0], [[2.234, 3.762], 0.0], [[2.477, 3.823], 0.0], [[2.719, 3.885], 0.0], [[2.969, 3.893], 0.0], [[3.0, 4.0], 1]], [[[1.5, 0.0], 1.0], [[1.393, 0.226], 0.0], [[1.284, 0.451], 0.0], [[1.233, 0.696], 0.0], [[1.109, 0.913], 0.0], [[1.0, 1.0], 2.0], [[1.16, 1.192], 0.0], [[1.154, 1.442], 0.0], [[1.121, 1.69], 0.0], [[1.064, 1.933], 0.0], [[1.0, 2.0], 3.0], [[1.118, 1.779], 0.0], [[1.365, 1.815], 0.0], [[1.614, 1.794], 0.0], [[1.814, 1.643], 0.0], [[1.958, 1.439], 0.0], [[2.09, 1.227], 0.0], [[2.0, 1.0], 2.0], [[2.076, 0.762], 0.0], [[2.151, 0.523], 0.0], [[2.065, 0.288], 0.0], [[2.084, 0.039], 0.0], [[2.022, -0.203], 0.0], [[1.786, -0.285], 0.0], [[1.558, -0.387], 0.0], [[1.308, -0.385], 0.0], [[1.402, -0.154], 0.0], [[1.5, 0.0], 1]]]",28.57,0,0,0,0,43.973,0,0,46,42,183,0
basic_ca,5,"[[[[0.0, 0.0], 3.25], [[1.0, 1.0], 3.5], [[1.0, 2.0], 3], [[2.0, 1.0], 2], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 5.25], [[1.0, 1.0], 3], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 3.5], [[1.75, 3.37499999995], 0], [[2.0, 3.0], 4.5], [[1.0, 2.0], 3], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 4], [[1.0, 3.0], 2], [[3.0, 4.0], 1]], [[[1.5, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 3], [[2.0, 1.0], 2], [[1.5, 0.0], 1]]]",52.68,0,0,0,0,26.369,0,0,27.5,53,19,0
,,,,,,,,,,,,,,
no_ca,6,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 3], [[2.0, 1.0], 1], [[0.0, 0.0], 1]], [[[3.0, 0.0], 1], [[2.0, 1.0], 3], [[2.0, 2.0], 1], [[1.0, 1.0], 3], [[3.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 3], [[2.0, 3.0], 1], [[1.0, 2.0], 3], [[0.0, 4.0], 1]], [[[3.0, 4.0], 1], [[2.0, 3.0], 1], [[1.0, 3.0], 4], [[2.0, 2.0], 1], [[3.0, 4.0], 1]], [[[1.5, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 3], [[2.0, 1.0], 1], [[1.5, 0.0], 1]], [[[0.0, 2.0], 1], [[1.0, 2.0], 3], [[1.0, 3.0], 2], [[1.0, 1.0], 2], [[0.0, 2.0], 1]]]",20.59,13,4,3,6,34.322,8.5,0.248,35.5,51,24,0.542
