Strategy,n_drones,Plan,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel Collisions,Cell Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Total Hover Duration,Number of Flights,Average Collisions per Flight
,,,,,,,,,,,,,,
no_ca,8,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 1], [[3.0, 10.0], 1], [[0.0, 11.0], 1]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]]]",99.82,0,0,0,0,6.325,0,0,6.5,17,2,0
pf_ca,8,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 1.0], [[0.23, 10.901], 0.0], [[0.464, 10.813], 0.0], [[0.697, 10.724], 0.0], [[0.935, 10.646], 0.0], [[1.164, 10.546], 0.0], [[1.409, 10.498], 0.0], [[1.644, 10.411], 0.0], [[1.888, 10.358], 0.0], [[2.134, 10.312], 0.0], [[2.37, 10.23], 0.0], [[2.603, 10.139], 0.0], [[2.841, 10.062], 0.0], [[3.0, 10.0], 1.0], [[2.781, 10.121], 0.0], [[2.534, 10.156], 0.0], [[2.301, 10.249], 0.0], [[2.065, 10.331], 0.0], [[1.827, 10.406], 0.0], [[1.591, 10.488], 0.0], [[1.353, 10.566], 0.0], [[1.121, 10.66], 0.0], [[0.881, 10.73], 0.0], [[0.641, 10.798], 0.0], [[0.423, 10.921], 0.0], [[0.173, 10.916], 0.0], [[0.0, 11.0], 1]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]]]",99.82,0,0,0,0,6.364,0,0,6.5,17,26,0
basic_ca,8,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 1], [[3.0, 10.0], 1], [[0.0, 11.0], 1]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]]]",99.82,0,0,0,0,6.325,0,0,6.5,17,2,0
,,,,,,,,,,,,,,
no_ca,10,"[[[[0.0, 0.0], 1], [[2.0, 1.0], 1], [[1.0, 5.0], 1], [[1.0, 6.0], 1], [[7.0, 1.0], 1], [[0.0, 0.0], 1]], [[[11.0, 0.0], 1], [[7.0, 4.0], 1], [[7.0, 1.0], 1], [[10.0, 7.0], 1], [[11.0, 0.0], 1]], [[[0.0, 11.0], 1], [[1.0, 8.0], 1], [[1.0, 6.0], 1], [[1.0, 5.0], 1], [[4.0, 10.0], 1], [[0.0, 11.0], 1]], [[[11.0, 11.0], 1], [[10.0, 7.0], 1], [[4.0, 10.0], 1], [[11.0, 11.0], 1]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 1], [[1.0, 5.0], 1], [[1.0, 6.0], 1], [[1.0, 8.0], 1], [[2.0, 1.0], 1], [[0.0, 5.5], 1]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 1], [[4.0, 10.0], 1], [[1.0, 8.0], 1], [[5.5, 11.0], 1]], [[[8.25, 0.0], 1], [[7.0, 1.0], 1], [[7.0, 4.0], 1], [[8.25, 0.0], 1]], [[[0.0, 8.25], 1], [[1.0, 8.0], 1], [[2.0, 8.0], 1], [[2.0, 6.0], 1], [[1.0, 4.0], 1], [[1.0, 5.0], 1], [[1.0, 6.0], 1], [[4.0, 10.0], 1], [[0.0, 8.25], 1]]]",94.29,8,1,3,4,132.05,5,0.038,135,48,36,0.222
pf_ca,10,"[[[[0.0, 0.0], 1.0], [[0.211, 0.135], 0.0], [[0.42, 0.271], 0.0], [[0.652, 0.366], 0.0], [[0.877, 0.475], 0.0], [[1.102, 0.582], 0.0], [[1.337, 0.668], 0.0], [[1.568, 0.764], 0.0], [[1.763, 0.92], 0.0], [[2.0, 1.0], 1.0], [[1.951, 1.245], 0.0], [[1.87, 1.482], 0.0], [[1.84, 1.73], 0.0], [[1.817, 1.979], 0.0], [[1.753, 2.22], 0.0], [[1.681, 2.46], 0.0], [[1.629, 2.705], 0.0], [[1.581, 2.95], 0.0], [[1.485, 3.181], 0.0], [[1.494, 3.43], 0.0], [[1.462, 3.679], 0.0], [[1.383, 3.915], 0.0], [[1.332, 4.16], 0.0], [[1.231, 4.389], 0.0], [[1.209, 4.638], 0.0], [[1.049, 4.831], 0.0], [[1.0, 5.0], 1.0], [[0.93, 5.24], 0.0], [[0.914, 5.49], 0.0], [[0.757, 5.684], 0.0], [[0.826, 5.925], 0.0], [[1.0, 6.0], 1.0], [[1.215, 5.872], 0.0], [[1.422, 5.732], 0.0], [[1.659, 5.652], 0.0], [[1.857, 5.499], 0.0], [[2.088, 5.404], 0.0], [[2.3, 5.272], 0.0], [[2.524, 5.161], 0.0], [[2.731, 5.02], 0.0], [[2.924, 4.861], 0.0], [[3.11, 4.694], 0.0], [[3.267, 4.5], 0.0], [[3.477, 4.364], 0.0], [[3.661, 4.194], 0.0], [[3.85, 4.031], 0.0], [[4.043, 3.873], 0.0], [[4.241, 3.72], 0.0], [[4.428, 3.553], 0.0], [[4.61, 3.382], 0.0], [[4.757, 3.18], 0.0], [[4.923, 2.993], 0.0], [[5.103, 2.82], 0.0], [[5.254, 2.62], 0.0], [[5.427, 2.44], 0.0], [[5.616, 2.276], 0.0], [[5.795, 2.102], 0.0], [[5.985, 1.939], 0.0], [[6.172, 1.774], 0.0], [[6.384, 1.64], 0.0], [[6.558, 1.461], 0.0], [[6.75, 1.301], 0.0], [[6.896, 1.098], 0.0], [[7.0, 1.0], 1.0], [[6.757, 0.939], 0.0], [[6.516, 1.003], 0.0], [[6.267, 1.03], 0.0], [[6.066, 1.178], 0.0], [[5.827, 1.254], 0.0], [[5.585, 1.316], 0.0], [[5.337, 1.347], 0.0], [[5.09, 1.388], 0.0], [[4.872, 1.51], 0.0], [[4.624, 1.535], 0.0], [[4.38, 1.481], 0.0], [[4.145, 1.395], 0.0], [[3.909, 1.312], 0.0], [[3.688, 1.196], 0.0], [[3.445, 1.134], 0.0], [[3.209, 1.054], 0.0], [[2.97, 0.98], 0.0], [[2.73, 0.911], 0.0], [[2.489, 0.842], 0.0], [[2.26, 0.742], 0.0], [[2.027, 0.651], 0.0], [[1.782, 0.604], 0.0], [[1.549, 0.512], 0.0], [[1.306, 0.455], 0.0], [[1.063, 0.398], 0.0], [[0.836, 0.292], 0.0], [[0.593, 0.234], 0.0], [[0.378, 0.107], 0.0], [[0.151, 0.002], 0.0], [[0.0, 0.0], 1]], [[[11.0, 0.0], 1.0], [[10.82, 0.173], 0.0], [[10.634, 0.34], 0.0], [[10.461, 0.521], 0.0], [[10.305, 0.716], 0.0], [[10.13, 0.894], 0.0], [[9.964, 1.082], 0.0], [[9.773, 1.242], 0.0], [[9.602, 1.425], 0.0], [[9.408, 1.583], 0.0], [[9.228, 1.756], 0.0], [[9.043, 1.924], 0.0], [[8.866, 2.101], 0.0], [[8.702, 2.29], 0.0], [[8.55, 2.488], 0.0], [[8.337, 2.619], 0.0], [[8.134, 2.766], 0.0], [[7.949, 2.933], 0.0], [[7.783, 3.12], 0.0], [[7.655, 3.335], 0.0], [[7.638, 3.584], 0.0], [[7.424, 3.714], 0.0], [[7.325, 3.943], 0.0], [[7.284, 4.19], 0.0], [[7.041, 4.13], 0.0], [[7.0, 4.0], 1.0], [[7.132, 3.788], 0.0], [[7.364, 3.693], 0.0], [[7.553, 3.53], 0.0], [[7.674, 3.311], 0.0], [[7.643, 3.063], 0.0], [[7.582, 2.821], 0.0], [[7.498, 2.585], 0.0], [[7.384, 2.363], 0.0], [[7.344, 2.116], 0.0], [[7.251, 1.884], 0.0], [[7.224, 1.635], 0.0], [[7.155, 1.395], 0.0], [[6.975, 1.222], 0.0], [[7.0, 1.0], 1.0], [[7.084, 1.236], 0.0], [[7.18, 1.466], 0.0], [[7.171, 1.716], 0.0], [[7.142, 1.964], 0.0], [[7.274, 2.176], 0.0], [[7.417, 2.382], 0.0], [[7.503, 2.616], 0.0], [[7.628, 2.833], 0.0], [[7.716, 3.067], 0.0], [[7.848, 3.279], 0.0], [[7.954, 3.506], 0.0], [[8.084, 3.719], 0.0], [[8.179, 3.95], 0.0], [[8.31, 4.163], 0.0], [[8.421, 4.387], 0.0], [[8.589, 4.572], 0.0], [[8.776, 4.738], 0.0], [[8.857, 4.975], 0.0], [[8.986, 5.189], 0.0], [[9.064, 5.427], 0.0], [[9.191, 5.642], 0.0], [[9.333, 5.847], 0.0], [[9.466, 6.059], 0.0], [[9.597, 6.272], 0.0], [[9.689, 6.505], 0.0], [[9.844, 6.7], 0.0], [[9.905, 6.943], 0.0], [[10.0, 7.0], 1.0], [[10.001, 6.75], 0.0], [[10.053, 6.506], 0.0], [[10.077, 6.257], 0.0], [[9.99, 6.022], 0.0], [[9.913, 5.784], 0.0], [[9.784, 5.57], 0.0], [[9.691, 5.338], 0.0], [[9.615, 5.1], 0.0], [[9.715, 4.871], 0.0], [[9.662, 4.626], 0.0], [[9.752, 4.393], 0.0], [[9.828, 4.155], 0.0], [[9.894, 3.913], 0.0], [[9.946, 3.669], 0.0], [[10.028, 3.433], 0.0], [[10.063, 3.185], 0.0], [[10.175, 2.962], 0.0], [[10.244, 2.721], 0.0], [[10.308, 2.48], 0.0], [[10.342, 2.232], 0.0], [[10.373, 1.984], 0.0], [[10.433, 1.741], 0.0], [[10.517, 1.506], 0.0], [[10.593, 1.268], 0.0], [[10.627, 1.02], 0.0], [[10.69, 0.778], 0.0], [[10.797, 0.552], 0.0], [[10.86, 0.31], 0.0], [[10.86, 0.06], 0.0], [[11.0, 0.0], 1]], [[[0.0, 11.0], 1.0], [[0.07, 10.76], 0.0], [[0.138, 10.519], 0.0], [[0.237, 10.29], 0.0], [[0.307, 10.05], 0.0], [[0.366, 9.807], 0.0], [[0.419, 9.563], 0.0], [[0.545, 9.347], 0.0], [[0.637, 9.115], 0.0], [[0.781, 8.91], 0.0], [[0.87, 8.676], 0.0], [[0.911, 8.43], 0.0], [[1.0, 8.196], 0.0], [[1.0, 8.0], 1.0], [[1.019, 7.751], 0.0], [[1.007, 7.501], 0.0], [[1.089, 7.265], 0.0], [[1.049, 7.018], 0.0], [[1.197, 7.219], 0.0], [[1.42, 7.106], 0.0], [[1.25, 6.922], 0.0], [[1.35, 6.693], 0.0], [[1.365, 6.444], 0.0], [[1.205, 6.252], 0.0], [[1.051, 6.055], 0.0], [[1.0, 6.0], 1.0], [[1.005, 5.75], 0.0], [[1.145, 5.957], 0.0], [[1.394, 5.978], 0.0], [[1.591, 5.824], 0.0], [[1.653, 5.582], 0.0], [[1.606, 5.337], 0.0], [[1.549, 5.093], 0.0], [[1.357, 4.934], 0.0], [[1.115, 4.871], 0.0], [[1.0, 5.0], 1.0], [[0.97, 5.248], 0.0], [[1.08, 5.472], 0.0], [[1.33, 5.475], 0.0], [[1.51, 5.649], 0.0], [[1.664, 5.846], 0.0], [[1.799, 6.057], 0.0], [[1.922, 6.274], 0.0], [[2.051, 6.488], 0.0], [[2.164, 6.711], 0.0], [[2.313, 6.912], 0.0], [[2.432, 7.132], 0.0], [[2.551, 7.352], 0.0], [[2.695, 7.556], 0.0], [[2.828, 7.768], 0.0], [[2.966, 7.976], 0.0], [[3.092, 8.192], 0.0], [[3.224, 8.404], 0.0], [[3.274, 8.649], 0.0], [[3.387, 8.872], 0.0], [[3.535, 9.074], 0.0], [[3.633, 9.304], 0.0], [[3.786, 9.502], 0.0], [[3.871, 9.737], 0.0], [[4.012, 9.943], 0.0], [[4.0, 10.0], 1.0], [[3.752, 10.033], 0.0], [[3.505, 10.069], 0.0], [[3.266, 10.144], 0.0], [[3.019, 10.18], 0.0], [[2.779, 10.249], 0.0], [[2.541, 10.326], 0.0], [[2.306, 10.412], 0.0], [[2.061, 10.462], 0.0], [[1.817, 10.517], 0.0], [[1.576, 10.581], 0.0], [[1.329, 10.624], 0.0], [[1.09, 10.697], 0.0], [[0.843, 10.735], 0.0], [[0.608, 10.819], 0.0], [[0.365, 10.879], 0.0], [[0.115, 10.893], 0.0], [[0.0, 11.0], 1]], [[[11.0, 11.0], 1.0], [[10.912, 10.766], 0.0], [[10.854, 10.523], 0.0], [[10.794, 10.28], 0.0], [[10.734, 10.037], 0.0], [[10.627, 9.811], 0.0], [[10.529, 9.581], 0.0], [[10.48, 9.336], 0.0], [[10.415, 9.095], 0.0], [[10.372, 8.849], 0.0], [[10.361, 8.599], 0.0], [[10.276, 8.364], 0.0], [[10.287, 8.114], 0.0], [[10.211, 7.876], 0.0], [[10.136, 7.637], 0.0], [[10.032, 7.41], 0.0], [[9.976, 7.166], 0.0], [[10.0, 7.0], 1.0], [[9.777, 7.113], 0.0], [[9.562, 7.241], 0.0], [[9.339, 7.353], 0.0], [[9.11, 7.455], 0.0], [[8.882, 7.557], 0.0], [[8.649, 7.647], 0.0], [[8.449, 7.797], 0.0], [[8.231, 7.92], 0.0], [[8.035, 8.074], 0.0], [[7.812, 8.188], 0.0], [[7.589, 8.302], 0.0], [[7.353, 8.385], 0.0], [[7.142, 8.517], 0.0], [[6.895, 8.561], 0.0], [[6.678, 8.684], 0.0], [[6.474, 8.828], 0.0], [[6.258, 8.955], 0.0], [[6.01, 8.985], 0.0], [[5.788, 9.1], 0.0], [[5.551, 9.181], 0.0], [[5.32, 9.276], 0.0], [[5.127, 9.434], 0.0], [[4.925, 9.582], 0.0], [[4.68, 9.634], 0.0], [[4.611, 9.874], 0.0], [[4.361, 9.865], 0.0], [[4.281, 9.627], 0.0], [[4.064, 9.751], 0.0], [[4.061, 10.001], 0.0], [[4.0, 10.0], 1.0], [[4.249, 10.022], 0.0], [[4.499, 10.035], 0.0], [[4.748, 10.058], 0.0], [[4.982, 9.971], 0.0], [[5.216, 9.882], 0.0], [[5.438, 9.767], 0.0], [[5.671, 9.676], 0.0], [[5.911, 9.606], 0.0], [[6.154, 9.665], 0.0], [[6.398, 9.715], 0.0], [[6.639, 9.783], 0.0], [[6.882, 9.842], 0.0], [[7.131, 9.867], 0.0], [[7.359, 9.968], 0.0], [[7.589, 10.066], 0.0], [[7.829, 10.136], 0.0], [[8.074, 10.187], 0.0], [[8.311, 10.265], 0.0], [[8.55, 10.339], 0.0], [[8.8, 10.346], 0.0], [[9.05, 10.361], 0.0], [[9.28, 10.457], 0.0], [[9.503, 10.57], 0.0], [[9.745, 10.634], 0.0], [[9.994, 10.649], 0.0], [[10.23, 10.733], 0.0], [[10.472, 10.795], 0.0], [[10.696, 10.906], 0.0], [[10.946, 10.914], 0.0], [[11.0, 11.0], 1]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 1.0], [[0.238, 5.424], 0.0], [[0.453, 5.296], 0.0], [[0.687, 5.209], 0.0], [[0.867, 5.035], 0.0], [[1.0, 5.0], 1.0], [[0.984, 5.249], 0.0], [[0.952, 5.497], 0.0], [[1.019, 5.738], 0.0], [[1.064, 5.984], 0.0], [[1.0, 6.0], 1.0], [[1.065, 6.241], 0.0], [[1.009, 6.485], 0.0], [[0.889, 6.704], 0.0], [[0.647, 6.77], 0.0], [[0.549, 6.999], 0.0], [[0.477, 7.239], 0.0], [[0.513, 7.486], 0.0], [[0.533, 7.736], 0.0], [[0.601, 7.976], 0.0], [[0.512, 8.209], 0.0], [[0.262, 8.196], 0.0], [[0.474, 8.063], 0.0], [[0.387, 7.829], 0.0], [[0.613, 7.936], 0.0], [[0.371, 8.001], 0.0], [[0.621, 8.0], 0.0], [[0.871, 8.001], 0.0], [[1.0, 8.0], 1.0], [[1.022, 7.751], 0.0], [[1.098, 7.513], 0.0], [[1.179, 7.276], 0.0], [[1.219, 7.029], 0.0], [[1.337, 6.809], 0.0], [[1.328, 6.559], 0.0], [[1.082, 6.517], 0.0], [[0.99, 6.284], 0.0], [[0.764, 6.179], 0.0], [[0.688, 5.941], 0.0], [[0.578, 5.716], 0.0], [[0.522, 5.473], 0.0], [[0.53, 5.223], 0.0], [[0.522, 4.973], 0.0], [[0.432, 4.739], 0.0], [[0.528, 4.508], 0.0], [[0.649, 4.29], 0.0], [[0.742, 4.057], 0.0], [[0.863, 3.839], 0.0], [[0.961, 3.609], 0.0], [[1.109, 3.408], 0.0], [[1.187, 3.17], 0.0], [[1.293, 2.944], 0.0], [[1.37, 2.706], 0.0], [[1.455, 2.47], 0.0], [[1.494, 2.224], 0.0], [[1.605, 2.0], 0.0], [[1.706, 1.771], 0.0], [[1.796, 1.538], 0.0], [[1.922, 1.322], 0.0], [[2.024, 1.093], 0.0], [[2.0, 1.0], 1.0], [[1.896, 1.227], 0.0], [[1.785, 1.451], 0.0], [[1.692, 1.683], 0.0], [[1.607, 1.919], 0.0], [[1.509, 2.148], 0.0], [[1.37, 2.356], 0.0], [[1.302, 2.597], 0.0], [[1.141, 2.788], 0.0], [[1.05, 3.021], 0.0], [[0.969, 3.257], 0.0], [[0.826, 3.463], 0.0], [[0.753, 3.702], 0.0], [[0.657, 3.933], 0.0], [[0.546, 4.157], 0.0], [[0.415, 4.37], 0.0], [[0.345, 4.61], 0.0], [[0.266, 4.847], 0.0], [[0.171, 5.078], 0.0], [[0.147, 5.327], 0.0], [[0.0, 5.5], 1]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 1.0], [[5.336, 10.811], 0.0], [[5.123, 10.68], 0.0], [[4.914, 10.543], 0.0], [[4.704, 10.407], 0.0], [[4.493, 10.274], 0.0], [[4.286, 10.134], 0.0], [[4.074, 10.001], 0.0], [[4.0, 10.0], 1.0], [[3.81, 9.838], 0.0], [[3.627, 9.667], 0.0], [[3.431, 9.513], 0.0], [[3.228, 9.366], 0.0], [[3.015, 9.234], 0.0], [[2.809, 9.093], 0.0], [[2.613, 8.939], 0.0], [[2.407, 8.796], 0.0], [[2.196, 8.662], 0.0], [[1.991, 8.519], 0.0], [[1.772, 8.399], 0.0], [[1.533, 8.325], 0.0], [[1.284, 8.347], 0.0], [[1.27, 8.097], 0.0], [[1.175, 7.866], 0.0], [[1.0, 8.0], 1.0], [[1.243, 8.057], 0.0], [[1.475, 8.15], 0.0], [[1.7, 8.26], 0.0], [[1.923, 8.372], 0.0], [[2.136, 8.504], 0.0], [[2.346, 8.64], 0.0], [[2.568, 8.755], 0.0], [[2.781, 8.885], 0.0], [[2.996, 9.012], 0.0], [[3.181, 9.181], 0.0], [[3.38, 9.332], 0.0], [[3.584, 9.477], 0.0], [[3.676, 9.709], 0.0], [[3.788, 9.932], 0.0], [[3.751, 10.18], 0.0], [[3.841, 10.413], 0.0], [[4.011, 10.597], 0.0], [[4.203, 10.756], 0.0], [[4.406, 10.903], 0.0], [[4.64, 10.991], 0.0], [[4.864, 11.101], 0.0], [[5.113, 11.124], 0.0], [[5.354, 11.058], 0.0], [[5.5, 11.0], 1]], [[[8.25, 0.0], 1.0], [[8.087, 0.19], 0.0], [[7.878, 0.327], 0.0], [[7.662, 0.453], 0.0], [[7.456, 0.594], 0.0], [[7.25, 0.737], 0.0], [[7.145, 0.963], 0.0], [[7.0, 1.0], 1.0], [[7.015, 1.25], 0.0], [[6.973, 1.496], 0.0], [[6.905, 1.737], 0.0], [[6.797, 1.962], 0.0], [[6.706, 2.195], 0.0], [[6.669, 2.442], 0.0], [[6.683, 2.692], 0.0], [[6.646, 2.939], 0.0], [[6.615, 3.187], 0.0], [[6.55, 3.429], 0.0], [[6.549, 3.679], 0.0], [[6.733, 3.848], 0.0], [[6.662, 3.608], 0.0], [[6.802, 3.401], 0.0], [[6.988, 3.568], 0.0], [[7.082, 3.336], 0.0], [[6.972, 3.56], 0.0], [[6.97, 3.31], 0.0], [[6.748, 3.195], 0.0], [[6.698, 3.44], 0.0], [[6.587, 3.664], 0.0], [[6.661, 3.903], 0.0], [[6.733, 4.143], 0.0], [[6.981, 4.114], 0.0], [[7.0, 4.0], 1.0], [[7.071, 3.76], 0.0], [[7.132, 3.518], 0.0], [[7.263, 3.305], 0.0], [[7.319, 3.061], 0.0], [[7.392, 2.822], 0.0], [[7.529, 2.613], 0.0], [[7.628, 2.383], 0.0], [[7.795, 2.198], 0.0], [[7.984, 2.034], 0.0], [[8.14, 1.838], 0.0], [[8.27, 1.625], 0.0], [[8.347, 1.387], 0.0], [[8.357, 1.137], 0.0], [[8.376, 0.888], 0.0], [[8.329, 0.642], 0.0], [[8.295, 0.395], 0.0], [[8.268, 0.146], 0.0], [[8.25, 0.0], 1]], [[[0.0, 8.25], 1.0], [[0.242, 8.188], 0.0], [[0.47, 8.086], 0.0], [[0.72, 8.077], 0.0], [[0.965, 8.028], 0.0], [[1.0, 8.0], 1.0], [[1.206, 7.858], 0.0], [[1.408, 7.712], 0.0], [[1.653, 7.659], 0.0], [[1.903, 7.652], 0.0], [[2.109, 7.793], 0.0], [[2.0, 8.0], 1.0], [[2.008, 7.75], 0.0], [[2.059, 7.505], 0.0], [[2.145, 7.271], 0.0], [[2.294, 7.07], 0.0], [[2.43, 6.86], 0.0], [[2.453, 6.611], 0.0], [[2.507, 6.367], 0.0], [[2.338, 6.183], 0.0], [[2.099, 6.108], 0.0], [[2.0, 6.0], 1.0], [[2.203, 5.854], 0.0], [[2.305, 5.626], 0.0], [[2.394, 5.392], 0.0], [[2.446, 5.147], 0.0], [[2.467, 4.898], 0.0], [[2.481, 4.649], 0.0], [[2.344, 4.439], 0.0], [[2.15, 4.281], 0.0], [[2.016, 4.07], 0.0], [[1.774, 4.009], 0.0], [[1.617, 3.814], 0.0], [[1.409, 3.675], 0.0], [[1.171, 3.602], 0.0], [[1.056, 3.824], 0.0], [[1.0, 4.0], 1.0], [[1.063, 4.242], 0.0], [[1.221, 4.436], 0.0], [[1.388, 4.622], 0.0], [[1.464, 4.86], 0.0], [[1.28, 5.029], 0.0], [[1.035, 5.077], 0.0], [[1.0, 5.0], 1.0], [[0.963, 5.247], 0.0], [[0.936, 5.496], 0.0], [[1.02, 5.731], 0.0], [[1.045, 5.98], 0.0], [[1.0, 6.0], 1.0], [[1.138, 6.208], 0.0], [[1.246, 6.434], 0.0], [[1.438, 6.594], 0.0], [[1.576, 6.802], 0.0], [[1.743, 6.989], 0.0], [[1.909, 7.176], 0.0], [[2.047, 7.384], 0.0], [[2.185, 7.593], 0.0], [[2.333, 7.794], 0.0], [[2.481, 7.996], 0.0], [[2.629, 8.197], 0.0], [[2.802, 8.378], 0.0], [[2.937, 8.588], 0.0], [[3.096, 8.781], 0.0], [[3.223, 8.996], 0.0], [[3.37, 9.199], 0.0], [[3.539, 9.383], 0.0], [[3.69, 9.582], 0.0], [[3.851, 9.773], 0.0], [[3.972, 9.992], 0.0], [[4.0, 10.0], 1.0], [[3.787, 9.868], 0.0], [[3.567, 9.751], 0.0], [[3.337, 9.653], 0.0], [[3.129, 9.514], 0.0], [[2.904, 9.404], 0.0], [[2.669, 9.321], 0.0], [[2.43, 9.246], 0.0], [[2.19, 9.176], 0.0], [[1.95, 9.105], 0.0], [[1.736, 8.978], 0.0], [[1.519, 8.853], 0.0], [[1.292, 8.747], 0.0], [[1.059, 8.658], 0.0], [[0.84, 8.537], 0.0], [[0.603, 8.456], 0.0], [[0.379, 8.347], 0.0], [[0.15, 8.246], 0.0], [[0.0, 8.25], 1]]]",94.29,0,0,0,0,148.217,0,0,152.75,48,609,0
basic_ca,10,"[[[[0.0, 0.0], 1], [[2.0, 1.0], 1], [[1.0, 5.0], 1], [[1.0, 6.0], 1], [[7.0, 1.0], 1], [[0.0, 0.0], 1]], [[[11.0, 0.0], 2.5], [[6.8457476605338545, 3.623922253585877], 0], [[7.0, 4.0], 1], [[7.0, 1.0], 1], [[10.0, 7.0], 1], [[11.0, 0.0], 1]], [[[0.0, 11.0], 1], [[1.0, 8.0], 1], [[1.3749999999625, 7.0], 0], [[1.0, 6.0], 1], [[1.37499999995, 5.25], 0], [[1.0, 5.0], 1.5], [[4.0, 10.0], 1], [[0.0, 11.0], 1]], [[[11.0, 11.0], 1], [[10.0, 7.0], 1], [[4.0, 10.0], 1], [[11.0, 11.0], 1]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 1], [[1.0, 5.0], 1], [[1.0, 6.0], 1], [[1.0, 8.0], 1], [[2.0, 1.0], 1], [[0.0, 5.5], 1]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 1], [[4.0, 10.0], 2.0], [[1.0, 8.0], 1], [[5.5, 11.0], 1]], [[[8.25, 0.0], 1], [[7.0, 1.0], 1], [[7.0, 4.0], 1], [[8.25, 0.0], 1]], [[[0.0, 8.25], 1], [[1.0, 8.0], 1], [[2.0, 8.0], 1], [[2.0, 6.0], 1], [[1.0, 4.0], 1], [[1.0, 5.0], 1], [[1.0, 6.0], 1], [[4.0, 10.0], 1], [[0.0, 8.25], 1]]]",93.98,0,0,0,0,132.738,0,0,136.5,51,39,0
,,,,,,,,,,,,,,
no_ca,12,"[[[[0.0, 0.0], 2]], [[[11.0, 0.0], 2]], [[[0.0, 11.0], 2]], [[[11.0, 11.0], 2]], [[[5.5, 0.0], 2]], [[[0.0, 5.5], 2]], [[[11.0, 5.5], 2]], [[[5.5, 11.0], 2]], [[[8.25, 0.0], 1], [[10.0, 3.0], 1], [[7.0, 3.0], 1], [[5.0, 1.0], 1], [[9.0, 3.0], 1], [[8.25, 0.0], 1]], [[[0.0, 8.25], 2]], [[[11.0, 8.25], 2]], [[[8.25, 11.0], 2]]]",99.28,0,0,0,0,16.866,0,0,17.25,28,5,0
