Strategy,n_drones,Plan,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel Collisions,Dest. Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Total Hover Duration,Number of Flights,Average Collisions per Flight
basic_ca,4,"[[[[0.0, 0.0], 5.0], [[1.1844115996848101, 2.2333370015563747], 11.0], [[1.5958008696868669, 2.4174127153664124], 0], [[1.50260191003202, 2.0329319959007175], 0], [[2.0, 2.0], 6.0], [[2.0, 1.0], 2], [[0.0, 0.0], 1]], [[[4.0, 0.0], 1], [[3.0, 1.0], 3], [[3.0, 2.0], 18.75], [[2.0, 2.0], 3], [[2.0, 1.0], 2], [[4.0, 0.0], 1]], [[[0.0, 4.0], 1], [[2.0, 2.0], 3], [[1.4566548228681806, 1.565085044790688], 10.0], [[1.4169874265540894, 1.9379811397309417], 0], [[1.62500000015, 2.25], 0], [[2.0, 3.0], 3], [[0.0, 4.0], 1]], [[[4.0, 4.0], 1], [[3.0, 2.0], 1], [[2.0, 2.0], 12.0], [[1.273277907371302, 1.9440983007045705], 1.0], [[1.10557280919656, 2.4472135955686802], 0], [[1.4409830057070416, 2.2795084972508293], 0], [[1.62500000005, 2.75], 0], [[2.0, 3.0], 3], [[4.0, 4.0], 1]]]",132.58,4,1,0,3,29.17,1.25,0.043,31,90.75,25,0.16
,,,,,,,,,,,,,,
no_ca,5,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 3], [[2.0, 2.0], 1], [[2.0, 1.0], 1], [[0.0, 0.0], 1]], [[[4.0, 0.0], 1], [[3.0, 1.0], 3], [[2.0, 2.0], 2], [[2.0, 1.0], 1], [[4.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 2.0], 2], [[2.0, 2.0], 1], [[2.0, 3.0], 3], [[0.0, 4.0], 1]], [[[4.0, 4.0], 1], [[3.0, 3.0], 3], [[2.0, 2.0], 3], [[2.0, 3.0], 6], [[4.0, 4.0], 1]], [[[2.0, 0.0], 1], [[2.0, 1.0], 1], [[2.0, 2.0], 2], [[3.0, 1.0], 3], [[1.0, 1.0], 3], [[1.0, 2.0], 4], [[2.0, 0.0], 1]]]",25,12,4,2,6,33.902,5.5,0.162,34.5,54,23,0.522
pf_ca,5,"[[[[0.0, 0.0], 1.0], [[0.181, 0.173], 0.0], [[0.343, 0.363], 0.0], [[0.521, 0.539], 0.0], [[0.672, 0.738], 0.0], [[0.892, 0.856], 0.0], [[1.0, 1.0], 2.0], [[0.961, 1.247], 0.0], [[1.195, 1.336], 0.0], [[0.948, 1.294], 0.0], [[0.998, 1.539], 0.0], [[0.89, 1.313], 0.0], [[0.74, 1.513], 0.0], [[0.675, 1.755], 0.0], [[0.879, 1.9], 0.0], [[1.0, 2.0], 3.0], [[1.055, 2.244], 0.0], [[1.247, 2.404], 0.0], [[1.43, 2.234], 0.0], [[1.325, 2.007], 0.0], [[1.525, 1.858], 0.0], [[1.682, 2.052], 0.0], [[1.926, 2.107], 0.0], [[2.0, 2.0], 1.0], [[1.816, 1.83], 0.0], [[1.604, 1.698], 0.0], [[1.551, 1.454], 0.0], [[1.599, 1.208], 0.0], [[1.552, 0.963], 0.0], [[1.744, 1.123], 0.0], [[1.992, 1.099], 0.0], [[2.0, 1.0], 1.0], [[1.825, 0.822], 0.0], [[1.63, 0.665], 0.0], [[1.601, 0.416], 0.0], [[1.353, 0.387], 0.0], [[1.236, 0.165], 0.0], [[1.079, -0.029], 0.0], [[0.83, -0.001], 0.0], [[0.581, -0.011], 0.0], [[0.331, -0.022], 0.0], [[0.093, 0.056], 0.0], [[0.0, 0.0], 1]], [[[4.0, 0.0], 1.0], [[3.822, 0.175], 0.0], [[3.643, 0.35], 0.0], [[3.466, 0.527], 0.0], [[3.294, 0.708], 0.0], [[3.154, 0.915], 0.0], [[3.0, 1.0], 3.0], [[2.831, 1.184], 0.0], [[2.643, 1.349], 0.0], [[2.51, 1.561], 0.0], [[2.471, 1.314], 0.0], [[2.339, 1.526], 0.0], [[2.442, 1.299], 0.0], [[2.283, 1.491], 0.0], [[2.347, 1.249], 0.0], [[2.174, 1.07], 0.0], [[2.246, 1.309], 0.0], [[2.175, 1.069], 0.0], [[2.294, 0.849], 0.0], [[2.058, 0.931], 0.0], [[1.914, 0.726], 0.0], [[1.888, 0.975], 0.0], [[2.122, 1.063], 0.0], [[1.876, 1.015], 0.0], [[1.942, 1.257], 0.0], [[1.837, 1.03], 0.0], [[1.94, 1.257], 0.0], [[2.044, 1.485], 0.0], [[2.199, 1.289], 0.0], [[2.044, 1.485], 0.0], [[2.141, 1.254], 0.0], [[1.953, 1.419], 0.0], [[1.954, 1.669], 0.0], [[1.858, 1.438], 0.0], [[2.061, 1.292], 0.0], [[2.108, 1.538], 0.0], [[2.152, 1.784], 0.0], [[2.377, 1.675], 0.0], [[2.163, 1.804], 0.0], [[1.938, 1.697], 0.0], [[1.918, 1.946], 0.0], [[2.0, 2.0], 2.0], [[1.825, 1.822], 0.0], [[1.697, 1.607], 0.0], [[1.71, 1.357], 0.0], [[1.851, 1.151], 0.0], [[2.0, 1.0], 1.0], [[2.166, 0.813], 0.0], [[2.384, 0.691], 0.0], [[2.623, 0.616], 0.0], [[2.854, 0.522], 0.0], [[3.088, 0.433], 0.0], [[3.306, 0.311], 0.0], [[3.541, 0.225], 0.0], [[3.775, 0.139], 0.0], [[4.01, 0.224], 0.0], [[4.0, 0.0], 1]], [[[0.0, 4.0], 1.0], [[0.111, 3.776], 0.0], [[0.236, 3.56], 0.0], [[0.368, 3.347], 0.0], [[0.489, 3.128], 0.0], [[0.606, 2.908], 0.0], [[0.692, 2.673], 0.0], [[0.808, 2.452], 0.0], [[0.961, 2.254], 0.0], [[1.062, 2.025], 0.0], [[1.0, 2.0], 2.0], [[1.178, 2.176], 0.0], [[1.399, 2.291], 0.0], [[1.46, 2.534], 0.0], [[1.707, 2.57], 0.0], [[1.628, 2.807], 0.0], [[1.875, 2.768], 0.0], [[1.983, 2.993], 0.0], [[2.06, 2.755], 0.0], [[2.048, 3.005], 0.0], [[2.16, 2.781], 0.0], [[1.989, 2.599], 0.0], [[1.991, 2.349], 0.0], [[1.867, 2.132], 0.0], [[2.0, 2.0], 1.0], [[1.98, 2.249], 0.0], [[2.042, 2.492], 0.0], [[2.028, 2.741], 0.0], [[2.043, 2.991], 0.0], [[2.0, 3.0], 3.0], [[1.824, 3.177], 0.0], [[1.634, 3.34], 0.0], [[1.41, 3.451], 0.0], [[1.167, 3.511], 0.0], [[0.929, 3.587], 0.0], [[0.685, 3.639], 0.0], [[0.451, 3.726], 0.0], [[0.252, 3.879], 0.0], [[0.007, 3.83], 0.0], [[0.0, 4.0], 1]], [[[4.0, 4.0], 1.0], [[3.832, 3.815], 0.0], [[3.664, 3.63], 0.0], [[3.502, 3.439], 0.0], [[3.342, 3.247], 0.0], [[3.122, 3.128], 0.0], [[3.0, 3.0], 3.0], [[2.796, 2.855], 0.0], [[2.613, 2.685], 0.0], [[2.577, 2.438], 0.0], [[2.761, 2.607], 0.0], [[2.675, 2.372], 0.0], [[2.903, 2.474], 0.0], [[2.852, 2.23], 0.0], [[2.602, 2.231], 0.0], [[2.848, 2.185], 0.0], [[2.722, 1.969], 0.0], [[2.89, 2.154], 0.0], [[2.648, 2.089], 0.0], [[2.829, 2.262], 0.0], [[2.61, 2.143], 0.0], [[2.365, 2.092], 0.0], [[2.569, 2.236], 0.0], [[2.449, 2.017], 0.0], [[2.691, 2.078], 0.0], [[2.874, 2.249], 0.0], [[2.708, 2.062], 0.0], [[2.952, 2.005], 0.0], [[2.885, 2.246], 0.0], [[3.131, 2.204], 0.0], [[3.13, 2.454], 0.0], [[3.178, 2.209], 0.0], [[2.931, 2.174], 0.0], [[2.847, 2.41], 0.0], [[2.937, 2.177], 0.0], [[2.881, 2.42], 0.0], [[3.106, 2.311], 0.0], [[2.858, 2.276], 0.0], [[2.8, 2.033], 0.0], [[2.813, 2.282], 0.0], [[2.859, 2.037], 0.0], [[3.009, 2.236], 0.0], [[2.787, 2.121], 0.0], [[2.79, 2.371], 0.0], [[2.597, 2.212], 0.0], [[2.637, 2.459], 0.0], [[2.471, 2.272], 0.0], [[2.626, 2.468], 0.0], [[2.497, 2.254], 0.0], [[2.493, 2.004], 0.0], [[2.263, 2.101], 0.0], [[2.016, 2.064], 0.0], [[2.0, 2.0], 3.0], [[1.986, 2.25], 0.0], [[1.958, 2.498], 0.0], [[1.976, 2.747], 0.0], [[1.989, 2.997], 0.0], [[2.0, 3.0], 6.0], [[2.237, 3.078], 0.0], [[2.462, 3.188], 0.0], [[2.699, 3.269], 0.0], [[2.913, 3.397], 0.0], [[3.123, 3.532], 0.0], [[3.359, 3.616], 0.0], [[3.58, 3.734], 0.0], [[3.815, 3.817], 0.0], [[4.064, 3.788], 0.0], [[4.0, 4.0], 1]], [[[2.0, 0.0], 1.0], [[2.007, 0.25], 0.0], [[1.989, 0.499], 0.0], [[2.053, 0.741], 0.0], [[2.271, 0.62], 0.0], [[2.054, 0.743], 0.0], [[1.915, 0.535], 0.0], [[2.067, 0.734], 0.0], [[1.948, 0.514], 0.0], [[1.927, 0.763], 0.0], [[2.0, 1.0], 1.0], [[1.992, 1.25], 0.0], [[2.075, 1.486], 0.0], [[2.187, 1.709], 0.0], [[2.203, 1.959], 0.0], [[2.0, 2.0], 2.0], [[1.986, 1.75], 0.0], [[2.1, 1.528], 0.0], [[2.215, 1.306], 0.0], [[2.45, 1.391], 0.0], [[2.633, 1.222], 0.0], [[2.844, 1.087], 0.0], [[3.0, 1.0], 3.0], [[2.756, 0.946], 0.0], [[2.641, 0.724], 0.0], [[2.452, 0.56], 0.0], [[2.248, 0.415], 0.0], [[2.024, 0.526], 0.0], [[1.836, 0.361], 0.0], [[1.591, 0.312], 0.0], [[1.361, 0.408], 0.0], [[1.129, 0.501], 0.0], [[0.948, 0.674], 0.0], [[0.869, 0.912], 0.0], [[1.0, 1.0], 3.0], [[1.009, 1.25], 0.0], [[0.976, 1.498], 0.0], [[1.055, 1.735], 0.0], [[0.882, 1.916], 0.0], [[1.0, 2.0], 4.0], [[1.107, 1.774], 0.0], [[1.171, 1.532], 0.0], [[1.302, 1.319], 0.0], [[1.436, 1.108], 0.0], [[1.54, 0.881], 0.0], [[1.675, 0.67], 0.0], [[1.762, 0.436], 0.0], [[1.911, 0.236], 0.0], [[2.161, 0.24], 0.0], [[2.099, -0.002], 0.0], [[2.0, 0.0], 1]]]",25,0,0,0,0,61.112,0,0,63.75,54,254,0
basic_ca,5,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 11.5], [[1.0, 2.0], 18.75], [[2.0, 2.0], 1], [[2.0, 1.0], 1], [[0.0, 0.0], 1]], [[[4.0, 0.0], 1], [[3.0, 1.0], 28.25], [[2.0, 2.0], 2], [[2.0, 1.0], 1], [[4.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 2.0], 11.25], [[2.0, 2.0], 6.25], [[2.0, 3.0], 3], [[0.0, 4.0], 1]], [[[4.0, 4.0], 1], [[3.0, 3.0], 8.0], [[2.0, 2.0], 3], [[2.0, 3.0], 6], [[4.0, 4.0], 1]], [[[2.0, 0.0], 1], [[2.0, 1.0], 1], [[2.0, 2.0], 7.5], [[3.1490485194069264, 1.3812815664405578], 17.25], [[3.0, 1.0], 3], [[1.0, 1.0], 3.5], [[1.0, 2.0], 4.5], [[2.0, 0.0], 1]]]",167.71,1,0,0,1,34.202,0.25,0.007,35,147.75,24,0.042
,,,,,,,,,,,,,,
no_ca,6,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 2], [[2.0, 2.0], 1], [[2.0, 1.0], 1], [[0.0, 0.0], 1]], [[[4.0, 0.0], 1], [[3.0, 1.0], 1], [[3.0, 2.0], 1], [[2.0, 2.0], 2], [[2.0, 1.0], 2], [[4.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 2], [[1.0, 2.0], 2], [[2.0, 2.0], 1], [[2.0, 3.0], 1], [[0.0, 4.0], 1]], [[[4.0, 4.0], 1], [[3.0, 3.0], 4], [[3.0, 2.0], 2], [[2.0, 2.0], 4], [[2.0, 3.0], 2], [[4.0, 4.0], 1]], [[[2.0, 0.0], 1], [[2.0, 1.0], 1], [[2.0, 2.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 2], [[2.0, 0.0], 1]], [[[0.0, 2.0], 1], [[1.0, 2.0], 4], [[2.0, 2.0], 3], [[2.0, 3.0], 1], [[1.0, 3.0], 4], [[1.0, 1.0], 3], [[2.0, 1.0], 2], [[0.0, 2.0], 1]]]",31.58,13,0,1,12,42.487,5.5,0.129,43,63,32,0.406
pf_ca,6,"[[[[0.0, 0.0], 1.0], [[0.186, 0.167], 0.0], [[0.33, 0.371], 0.0], [[0.467, 0.58], 0.0], [[0.658, 0.742], 0.0], [[0.868, 0.878], 0.0], [[1.0, 1.0], 1.0], [[0.906, 1.232], 0.0], [[0.671, 1.318], 0.0], [[0.84, 1.502], 0.0], [[0.862, 1.253], 0.0], [[0.84, 1.502], 0.0], [[0.773, 1.262], 0.0], [[0.867, 1.493], 0.0], [[0.756, 1.269], 0.0], [[0.86, 1.496], 0.0], [[0.721, 1.289], 0.0], [[0.939, 1.41], 0.0], [[0.765, 1.231], 0.0], [[0.649, 1.453], 0.0], [[0.646, 1.703], 0.0], [[0.614, 1.951], 0.0], [[0.7, 1.717], 0.0], [[0.622, 1.954], 0.0], [[0.43, 1.794], 0.0], [[0.675, 1.746], 0.0], [[0.473, 1.893], 0.0], [[0.312, 2.084], 0.0], [[0.55, 2.007], 0.0], [[0.354, 1.851], 0.0], [[0.593, 1.779], 0.0], [[0.367, 1.885], 0.0], [[0.579, 1.752], 0.0], [[0.821, 1.812], 0.0], [[0.616, 1.67], 0.0], [[0.37, 1.717], 0.0], [[0.294, 1.955], 0.0], [[0.509, 1.827], 0.0], [[0.759, 1.821], 0.0], [[0.513, 1.869], 0.0], [[0.555, 2.116], 0.0], [[0.736, 1.944], 0.0], [[0.5, 2.025], 0.0], [[0.447, 2.27], 0.0], [[0.658, 2.135], 0.0], [[0.735, 1.897], 0.0], [[0.518, 2.021], 0.0], [[0.488, 2.269], 0.0], [[0.738, 2.27], 0.0], [[0.743, 2.52], 0.0], [[0.909, 2.707], 0.0], [[0.819, 2.474], 0.0], [[0.69, 2.26], 0.0], [[0.512, 2.084], 0.0], [[0.392, 2.303], 0.0], [[0.568, 2.125], 0.0], [[0.326, 2.188], 0.0], [[0.524, 2.035], 0.0], [[0.275, 2.062], 0.0], [[0.523, 2.025], 0.0], [[0.651, 2.239], 0.0], [[0.662, 1.989], 0.0], [[0.806, 2.193], 0.0], [[0.737, 1.953], 0.0], [[0.813, 2.191], 0.0], [[0.761, 1.947], 0.0], [[1.0, 2.0], 2.0], [[1.247, 2.039], 0.0], [[1.465, 1.917], 0.0], [[1.696, 1.82], 0.0], [[1.942, 1.775], 0.0], [[2.0, 2.0], 1.0], [[1.969, 1.752], 0.0], [[1.939, 1.504], 0.0], [[1.93, 1.254], 0.0], [[2.054, 1.037], 0.0], [[2.0, 1.0], 1.0], [[1.752, 1.028], 0.0], [[1.508, 1.084], 0.0], [[1.416, 0.851], 0.0], [[1.175, 0.784], 0.0], [[1.172, 0.534], 0.0], [[0.968, 0.389], 0.0], [[0.727, 0.322], 0.0], [[0.511, 0.196], 0.0], [[0.301, 0.06], 0.0], [[0.052, 0.037], 0.0], [[0.0, 0.0], 1]], [[[4.0, 0.0], 1.0], [[3.79, 0.136], 0.0], [[3.608, 0.307], 0.0], [[3.45, 0.501], 0.0], [[3.263, 0.667], 0.0], [[3.292, 0.915], 0.0], [[3.042, 0.93], 0.0], [[3.0, 1.0], 1.0], [[3.013, 1.25], 0.0], [[3.019, 1.5], 0.0], [[2.973, 1.745], 0.0], [[3.143, 1.929], 0.0], [[3.0, 2.0], 1.0], [[2.798, 1.853], 0.0], [[2.552, 1.809], 0.0], [[2.302, 1.827], 0.0], [[2.078, 1.937], 0.0], [[2.0, 2.0], 2.0], [[2.231, 2.095], 0.0], [[2.439, 2.234], 0.0], [[2.222, 2.36], 0.0], [[2.371, 2.561], 0.0], [[2.282, 2.794], 0.0], [[2.465, 2.624], 0.0], [[2.712, 2.662], 0.0], [[2.779, 2.421], 0.0], [[2.914, 2.21], 0.0], [[2.946, 1.962], 0.0], [[2.891, 1.719], 0.0], [[2.865, 1.47], 0.0], [[2.76, 1.243], 0.0], [[2.589, 1.061], 0.0], [[2.466, 0.844], 0.0], [[2.232, 0.933], 0.0], [[2.0, 1.0], 2.0], [[2.172, 0.819], 0.0], [[2.358, 0.652], 0.0], [[2.593, 0.567], 0.0], [[2.833, 0.495], 0.0], [[3.063, 0.398], 0.0], [[3.302, 0.325], 0.0], [[3.515, 0.194], 0.0], [[3.756, 0.126], 0.0], [[3.595, 0.317], 0.0], [[3.772, 0.14], 0.0], [[3.81, -0.107], 0.0], [[4.0, 0.0], 1]], [[[0.0, 4.0], 1.0], [[0.169, 3.816], 0.0], [[0.336, 3.63], 0.0], [[0.491, 3.434], 0.0], [[0.627, 3.224], 0.0], [[0.828, 3.076], 0.0], [[1.0, 3.0], 2.0], [[1.057, 2.757], 0.0], [[1.255, 2.91], 0.0], [[1.215, 2.663], 0.0], [[1.113, 2.891], 0.0], [[1.185, 2.652], 0.0], [[1.022, 2.842], 0.0], [[0.994, 2.593], 0.0], [[0.957, 2.84], 0.0], [[1.171, 2.97], 0.0], [[0.974, 3.124], 0.0], [[1.095, 2.905], 0.0], [[0.927, 2.72], 0.0], [[1.011, 2.484], 0.0], [[1.097, 2.249], 0.0], [[0.863, 2.161], 0.0], [[1.0, 2.0], 2.0], [[1.217, 2.124], 0.0], [[1.431, 2.253], 0.0], [[1.181, 2.252], 0.0], [[1.383, 2.4], 0.0], [[1.502, 2.18], 0.0], [[1.686, 2.349], 0.0], [[1.465, 2.232], 0.0], [[1.712, 2.271], 0.0], [[1.645, 2.03], 0.0], [[1.412, 2.121], 0.0], [[1.574, 2.313], 0.0], [[1.708, 2.523], 0.0], [[1.955, 2.562], 0.0], [[2.166, 2.697], 0.0], [[2.356, 2.535], 0.0], [[2.6, 2.48], 0.0], [[2.41, 2.318], 0.0], [[2.465, 2.562], 0.0], [[2.293, 2.38], 0.0], [[2.321, 2.628], 0.0], [[2.282, 2.381], 0.0], [[2.43, 2.583], 0.0], [[2.29, 2.376], 0.0], [[2.528, 2.453], 0.0], [[2.703, 2.274], 0.0], [[2.657, 2.028], 0.0], [[2.462, 1.871], 0.0], [[2.231, 1.777], 0.0], [[2.306, 2.015], 0.0], [[2.154, 1.816], 0.0], [[2.0, 2.0], 1.0], [[2.215, 2.128], 0.0], [[2.419, 2.272], 0.0], [[2.48, 2.515], 0.0], [[2.401, 2.752], 0.0], [[2.163, 2.674], 0.0], [[2.17, 2.924], 0.0], [[2.0, 3.0], 1.0], [[1.84, 3.192], 0.0], [[1.653, 3.358], 0.0], [[1.457, 3.513], 0.0], [[1.218, 3.588], 0.0], [[0.977, 3.654], 0.0], [[0.734, 3.714], 0.0], [[0.499, 3.798], 0.0], [[0.269, 3.895], 0.0], [[0.398, 3.681], 0.0], [[0.191, 3.821], 0.0], [[0.339, 3.619], 0.0], [[0.151, 3.785], 0.0], [[0.265, 3.562], 0.0], [[0.207, 3.805], 0.0], [[0.172, 4.053], 0.0], [[0.0, 4.0], 1]], [[[4.0, 4.0], 1.0], [[3.819, 3.827], 0.0], [[3.659, 3.636], 0.0], [[3.489, 3.452], 0.0], [[3.314, 3.273], 0.0], [[3.1, 3.144], 0.0], [[3.0, 3.0], 4.0], [[3.063, 2.758], 0.0], [[3.184, 2.539], 0.0], [[3.189, 2.289], 0.0], [[3.095, 2.058], 0.0], [[3.0, 2.0], 2.0], [[2.762, 1.922], 0.0], [[2.798, 1.675], 0.0], [[2.716, 1.439], 0.0], [[2.474, 1.503], 0.0], [[2.226, 1.479], 0.0], [[2.051, 1.658], 0.0], [[2.279, 1.76], 0.0], [[2.029, 1.741], 0.0], [[2.035, 1.991], 0.0], [[2.0, 2.0], 4.0], [[1.943, 2.243], 0.0], [[1.957, 2.493], 0.0], [[2.007, 2.738], 0.0], [[2.032, 2.987], 0.0], [[2.0, 3.0], 2.0], [[2.131, 3.213], 0.0], [[2.261, 3.426], 0.0], [[2.394, 3.638], 0.0], [[2.587, 3.797], 0.0], [[2.818, 3.892], 0.0], [[3.053, 3.979], 0.0], [[3.303, 3.978], 0.0], [[3.552, 3.984], 0.0], [[3.802, 3.996], 0.0], [[4.0, 4.0], 1]], [[[2.0, 0.0], 1.0], [[1.983, 0.249], 0.0], [[2.011, 0.498], 0.0], [[2.026, 0.747], 0.0], [[2.269, 0.805], 0.0], [[2.042, 0.91], 0.0], [[2.0, 1.0], 1.0], [[1.931, 1.24], 0.0], [[2.019, 1.475], 0.0], [[1.998, 1.724], 0.0], [[1.97, 1.972], 0.0], [[2.0, 2.0], 1.0], [[1.826, 1.82], 0.0], [[1.898, 1.581], 0.0], [[1.678, 1.463], 0.0], [[1.515, 1.273], 0.0], [[1.389, 1.058], 0.0], [[1.231, 0.864], 0.0], [[0.993, 0.788], 0.0], [[1.0, 1.0], 1.0], [[1.228, 0.897], 0.0], [[1.284, 0.654], 0.0], [[1.287, 0.904], 0.0], [[1.409, 1.122], 0.0], [[1.642, 1.211], 0.0], [[1.51, 0.999], 0.0], [[1.42, 1.232], 0.0], [[1.184, 1.15], 0.0], [[0.938, 1.102], 0.0], [[1.148, 0.966], 0.0], [[1.199, 1.211], 0.0], [[0.978, 1.094], 0.0], [[1.128, 1.294], 0.0], [[0.959, 1.11], 0.0], [[1.087, 1.325], 0.0], [[0.861, 1.218], 0.0], [[0.994, 1.007], 0.0], [[0.924, 1.247], 0.0], [[0.81, 1.469], 0.0], [[0.858, 1.715], 0.0], [[1.106, 1.748], 0.0], [[0.882, 1.859], 0.0], [[1.0, 2.0], 2.0], [[1.18, 1.826], 0.0], [[1.31, 1.613], 0.0], [[1.393, 1.377], 0.0], [[1.409, 1.128], 0.0], [[1.469, 0.885], 0.0], [[1.555, 0.65], 0.0], [[1.686, 0.437], 0.0], [[1.843, 0.243], 0.0], [[1.789, -0.001], 0.0], [[2.0, 0.0], 1]], [[[0.0, 2.0], 1.0], [[0.249, 2.023], 0.0], [[0.498, 2.041], 0.0], [[0.74, 2.105], 0.0], [[0.887, 1.903], 0.0], [[1.0, 2.0], 4.0], [[1.186, 2.166], 0.0], [[1.418, 2.261], 0.0], [[1.659, 2.193], 0.0], [[1.903, 2.142], 0.0], [[2.0, 2.0], 3.0], [[1.902, 2.23], 0.0], [[2.05, 2.431], 0.0], [[2.037, 2.681], 0.0], [[2.084, 2.926], 0.0], [[2.0, 3.0], 1.0], [[1.825, 3.179], 0.0], [[1.606, 3.299], 0.0], [[1.367, 3.372], 0.0], [[1.118, 3.391], 0.0], [[0.905, 3.259], 0.0], [[0.953, 3.504], 0.0], [[1.155, 3.357], 0.0], [[1.092, 3.115], 0.0], [[1.0, 3.0], 4.0], [[0.795, 2.857], 0.0], [[0.64, 2.661], 0.0], [[0.478, 2.471], 0.0], [[0.312, 2.283], 0.0], [[0.248, 2.042], 0.0], [[0.211, 1.794], 0.0], [[0.289, 1.557], 0.0], [[0.37, 1.321], 0.0], [[0.502, 1.108], 0.0], [[0.748, 1.063], 0.0], [[0.665, 0.827], 0.0], [[0.9, 0.913], 0.0], [[1.0, 1.0], 3.0], [[0.916, 0.765], 0.0], [[0.666, 0.765], 0.0], [[0.609, 1.009], 0.0], [[0.746, 1.218], 0.0], [[0.97, 1.328], 0.0], [[1.201, 1.423], 0.0], [[1.451, 1.431], 0.0], [[1.66, 1.293], 0.0], [[1.852, 1.133], 0.0], [[2.0, 1.0], 2.0], [[1.839, 1.191], 0.0], [[1.64, 1.342], 0.0], [[1.394, 1.39], 0.0], [[1.164, 1.489], 0.0], [[0.935, 1.588], 0.0], [[0.71, 1.697], 0.0], [[0.485, 1.807], 0.0], [[0.249, 1.889], 0.0], [[0.08, 1.705], 0.0], [[0.082, 1.955], 0.0], [[0.0, 2.0], 1]]]",31.58,3,2,0,1,85.652,1.25,0.015,89,63,355,0.008
basic_ca,6,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 7.5], [[0.62500000005, 1.75], 9.5], [[1.0, 2.0], 14.0], [[2.0, 2.0], 5.0], [[2.0, 1.0], 1], [[0.0, 0.0], 1]], [[[4.0, 0.0], 1], [[3.0, 1.0], 1], [[3.0, 2.0], 5.5], [[3.0, 2.0], 12.75], [[2.0, 2.0], 7.0], [[2.0, 1.0], 2], [[4.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 6.0], [[1.0, 2.0], 11.0], [[2.0, 2.0], 2.0], [[2.0, 3.0], 1], [[0.0, 4.0], 1]], [[[4.0, 4.0], 1], [[3.0, 3.0], 20.0], [[3.0, 2.0], 7.0], [[2.0, 2.0], 4], [[2.0, 3.0], 2], [[4.0, 4.0], 1]], [[[2.0, 0.0], 1], [[2.0, 1.0], 1], [[2.0, 2.0], 5.0], [[1.0, 1.0], 24.0], [[1.0, 2.0], 2], [[2.0, 0.0], 1]], [[[0.0, 2.0], 1], [[1.0, 2.0], 7.0], [[2.0, 2.0], 3], [[2.0, 3.0], 1], [[1.0, 3.0], 4.5], [[1.3749999999625, 2.0], 12.0], [[1.3749999999625, 0.9319995318484757], 0], [[1.0, 1.0], 3], [[2.0, 1.0], 2], [[0.0, 2.0], 1]]]",189.91,0,0,0,0,43.294,0,0,44.75,194.75,36,0
,,,,,,,,,,,,,,
no_ca,8,"[[[[0.0, 0.0], 1], [[1.0, 1.0], 2], [[1.0, 2.0], 2], [[2.0, 1.0], 2], [[0.0, 0.0], 1]], [[[4.0, 0.0], 1], [[3.0, 1.0], 2], [[3.0, 2.0], 2], [[2.0, 1.0], 2], [[4.0, 0.0], 1]], [[[0.0, 4.0], 1], [[1.0, 3.0], 3], [[1.0, 2.0], 3], [[2.0, 2.0], 1], [[0.0, 4.0], 1]], [[[4.0, 4.0], 1], [[3.0, 3.0], 5], [[3.0, 2.0], 3], [[2.0, 2.0], 1], [[4.0, 4.0], 1]], [[[2.0, 0.0], 1], [[2.0, 1.0], 1], [[3.0, 2.0], 1], [[3.0, 1.0], 1], [[1.0, 1.0], 1], [[1.0, 2.0], 1], [[2.0, 0.0], 1]], [[[0.0, 2.0], 1], [[1.0, 2.0], 1], [[1.0, 3.0], 1], [[1.0, 1.0], 1], [[2.0, 1.0], 1], [[0.0, 2.0], 1]], [[[4.0, 2.0], 1], [[3.0, 2.0], 1], [[3.0, 3.0], 2], [[3.0, 1.0], 1], [[2.0, 1.0], 1], [[4.0, 2.0], 1]], [[[2.0, 4.0], 1], [[3.0, 2.0], 1], [[3.0, 3.0], 2], [[1.0, 3.0], 1], [[1.0, 2.0], 1], [[2.0, 4.0], 1]]]",23.91,29,10,3,16,56.209,13.5,0.24,57.25,63,37,0.784
