Iteration,Mean,Stdev,Run-0
0,1.9395192526186185,0.0,1.9395192526186185
1,1.9395192526186185,0.0,1.9395192526186185
2,1.9395192526186185,0.0,1.9395192526186185
3,1.9395192526186185,0.0,1.9395192526186185
4,1.9395192526186185,0.0,1.9395192526186185
5,1.9395192526186185,0.0,1.9395192526186185
6,1.9395192526186185,0.0,1.9395192526186185
7,1.9395192526186185,0.0,1.9395192526186185
8,1.9395192526186185,0.0,1.9395192526186185
9,1.9395192526186185,0.0,1.9395192526186185
10,1.9395192526186185,0.0,1.9395192526186185
11,1.9395192526186185,0.0,1.9395192526186185
12,1.9395192526186185,0.0,1.9395192526186185
13,1.9395192526186185,0.0,1.9395192526186185
14,1.9395192526186185,0.0,1.9395192526186185
15,1.9395192526186185,0.0,1.9395192526186185
16,1.9395192526186185,0.0,1.9395192526186185
17,1.9395192526186185,0.0,1.9395192526186185
18,1.9395192526186185,0.0,1.9395192526186185
19,1.9395192526186185,0.0,1.9395192526186185
20,1.9395192526186185,0.0,1.9395192526186185
21,1.9395192526186185,0.0,1.9395192526186185
22,1.9395192526186185,0.0,1.9395192526186185
23,1.9395192526186185,0.0,1.9395192526186185
24,1.9395192526186185,0.0,1.9395192526186185
25,1.9395192526186185,0.0,1.9395192526186185
26,1.9395192526186185,0.0,1.9395192526186185
27,1.9395192526186185,0.0,1.9395192526186185
28,1.9395192526186185,0.0,1.9395192526186185
29,1.9395192526186185,0.0,1.9395192526186185
30,1.9395192526186185,0.0,1.9395192526186185
31,1.9395192526186185,0.0,1.9395192526186185
