Strategy,n_drones,Plan,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel_Collisions,Cell Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Number of Flights,Average Collisions per Flight
no_ca,1,"[[[[1.5, 0.0], 2]]]",100.0,0,0,0,0,0,0,0,0,0,0
pf_ca,1,"[[[[1.5, 0.0], 2]]]",100.0,0,0,0,0,0,0,0,0,0,0
basic_ca,1,"[[[[1.5, 0.0], 2]]]",100.0,0,0,0,0,0,0,0,0,0,0

no_ca,2,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 2]]]",100.0,0,0,0,0,0,0,0,0,0,0
pf_ca,2,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 2]]]",100.0,0,0,0,0,0,0,0,0,0,0
basic_ca,2,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 2]]]",100.0,0,0,0,0,0,0,0,0,0,0

no_ca,3,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 1], [[1.0, 2.0], 6], [[0.0, 2.0], 1]], [[[3.0, 2.0], 2]]]",90.91,0,0,0,0,2.0,0,0.0,2.0,2,0.0
pf_ca,3,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 1.0], [[0.488, 1.892], 0.0], [[-0.012, 1.89], 0.0], [[0.488, 1.912], 0.0], [[0.986, 1.867], 0.0], [[1.0, 2.0], 6.0], [[0.505, 2.067], 0.0], [[0.091, 2.348], 0.0], [[0.0, 2.0], 1]], [[[3.0, 2.0], 2]]]",90.91,0,0,0,0,3.494,0,0.0,4.0,8,0.0
basic_ca,3,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 1], [[1.0, 2.0], 6], [[0.0, 2.0], 1]], [[[3.0, 2.0], 2]]]",90.91,0,0,0,0,2.0,0,0.0,2.0,2,0.0

no_ca,4,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 2]], [[[3.0, 2.0], 1], [[2.0, 3.0], 6], [[3.0, 2.0], 1]], [[[1.5, 4.0], 2]]]",89.47,0,0,0,0,2.828,0,0.0,3.0,2,0.0
pf_ca,4,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 2]], [[[3.0, 2.0], 1.0], [[2.66, 2.367], 0.0], [[2.253, 2.658], 0.0], [[2.0, 3.0], 6.0], [[2.406, 2.709], 0.0], [[2.69, 2.297], 0.0], [[3.0, 2.0], 1]], [[[1.5, 4.0], 2]]]",89.47,0,0,0,0,2.855,0,0.0,3.0,6,0.0
basic_ca,4,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 2]], [[[3.0, 2.0], 1], [[2.0, 3.0], 6], [[3.0, 2.0], 1]], [[[1.5, 4.0], 2]]]",89.47,0,0,0,0,2.828,0,0.0,3.0,2,0.0

no_ca,5,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 1], [[1.0, 3.0], 6], [[0.0, 2.0], 1]], [[[3.0, 2.0], 2]], [[[1.5, 4.0], 2]], [[[0.0, 0.0], 2]]]",86.05,0,0,0,0,2.828,0,0.0,3.0,2,0.0
pf_ca,5,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 1.0], [[0.357, 2.35], 0.0], [[0.728, 2.685], 0.0], [[1.0, 3.0], 6.0], [[0.65, 2.643], 0.0], [[0.381, 2.221], 0.0], [[0.0, 2.0], 1]], [[[3.0, 2.0], 2]], [[[1.5, 4.0], 2]], [[[0.0, 0.0], 2]]]",86.05,0,0,0,0,2.857,0,0.0,3.0,6,0.0
basic_ca,5,"[[[[1.5, 0.0], 2]], [[[0.0, 2.0], 1], [[1.0, 3.0], 6], [[0.0, 2.0], 1]], [[[3.0, 2.0], 2]], [[[1.5, 4.0], 2]], [[[0.0, 0.0], 2]]]",86.05,0,0,0,0,2.828,0,0.0,3.0,2,0.0

